Station_ID,Date_Time,solar_radiation_set_1
,,W/m**2
E3644,08/06/2021 21:38 CDT,0
E3644,08/06/2021 21:43 CDT,0
E3644,08/06/2021 21:48 CDT,0
E3644,08/06/2021 21:53 CDT,0
E3644,08/06/2021 21:58 CDT,0
E3644,08/06/2021 22:03 CDT,0
E3644,08/06/2021 22:08 CDT,0
E3644,08/06/2021 22:13 CDT,0
E3644,08/06/2021 22:18 CDT,0
E3644,08/06/2021 22:23 CDT,0
E3644,08/06/2021 22:28 CDT,0
E3644,08/06/2021 22:33 CDT,0
E3644,08/06/2021 22:43 CDT,0
E3644,08/06/2021 22:48 CDT,0
E3644,08/06/2021 22:53 CDT,0
E3644,08/06/2021 22:58 CDT,0
E3644,08/06/2021 23:03 CDT,0
E3644,08/06/2021 23:08 CDT,0
E3644,08/06/2021 23:13 CDT,0
E3644,08/06/2021 23:18 CDT,0
E3644,08/06/2021 23:23 CDT,0
E3644,08/06/2021 23:28 CDT,0
E3644,08/06/2021 23:33 CDT,0
E3644,08/06/2021 23:38 CDT,0
E3644,08/06/2021 23:43 CDT,0
E3644,08/06/2021 23:48 CDT,0
E3644,08/06/2021 23:53 CDT,0
E3644,08/06/2021 23:58 CDT,0
E3644,08/07/2021 00:03 CDT,0
E3644,08/07/2021 00:08 CDT,0
E3644,08/07/2021 00:13 CDT,0
E3644,08/07/2021 00:18 CDT,0
E3644,08/07/2021 00:23 CDT,0
E3644,08/07/2021 00:28 CDT,0
E3644,08/07/2021 00:33 CDT,0
E3644,08/07/2021 00:38 CDT,0
E3644,08/07/2021 00:43 CDT,0
E3644,08/07/2021 00:48 CDT,0
E3644,08/07/2021 00:53 CDT,0
E3644,08/07/2021 00:58 CDT,0
E3644,08/07/2021 01:03 CDT,0
E3644,08/07/2021 01:08 CDT,0
E3644,08/07/2021 01:13 CDT,0
E3644,08/07/2021 01:18 CDT,0
E3644,08/07/2021 01:23 CDT,0
E3644,08/07/2021 01:28 CDT,0
E3644,08/07/2021 01:33 CDT,0
E3644,08/07/2021 01:38 CDT,0
E3644,08/07/2021 01:43 CDT,0
E3644,08/07/2021 01:48 CDT,0
E3644,08/07/2021 01:53 CDT,0
E3644,08/07/2021 01:58 CDT,0
E3644,08/07/2021 02:03 CDT,0
E3644,08/07/2021 02:08 CDT,0
E3644,08/07/2021 02:13 CDT,0
E3644,08/07/2021 02:18 CDT,0
E3644,08/07/2021 02:23 CDT,0
E3644,08/07/2021 02:28 CDT,0
E3644,08/07/2021 02:33 CDT,0
E3644,08/07/2021 02:38 CDT,0
E3644,08/07/2021 02:43 CDT,0
E3644,08/07/2021 02:48 CDT,0
E3644,08/07/2021 02:53 CDT,0
E3644,08/07/2021 02:58 CDT,0
E3644,08/07/2021 03:03 CDT,0
E3644,08/07/2021 03:08 CDT,0
E3644,08/07/2021 03:13 CDT,0
E3644,08/07/2021 03:18 CDT,0
E3644,08/07/2021 03:23 CDT,0
E3644,08/07/2021 03:28 CDT,0
E3644,08/07/2021 03:33 CDT,0
E3644,08/07/2021 03:38 CDT,0
E3644,08/07/2021 03:43 CDT,0
E3644,08/07/2021 03:48 CDT,0
E3644,08/07/2021 03:53 CDT,0
E3644,08/07/2021 03:58 CDT,0
E3644,08/07/2021 04:03 CDT,0
E3644,08/07/2021 04:08 CDT,0
E3644,08/07/2021 04:13 CDT,0
E3644,08/07/2021 04:18 CDT,0
E3644,08/07/2021 04:23 CDT,0
E3644,08/07/2021 04:28 CDT,0
E3644,08/07/2021 04:33 CDT,0
E3644,08/07/2021 04:38 CDT,0
E3644,08/07/2021 04:43 CDT,0
E3644,08/07/2021 04:48 CDT,0
E3644,08/07/2021 04:53 CDT,0
E3644,08/07/2021 04:58 CDT,0
E3644,08/07/2021 05:03 CDT,0
E3644,08/07/2021 05:08 CDT,0
E3644,08/07/2021 05:13 CDT,0
E3644,08/07/2021 05:18 CDT,0
E3644,08/07/2021 05:23 CDT,0
E3644,08/07/2021 05:28 CDT,0
E3644,08/07/2021 05:33 CDT,0
E3644,08/07/2021 05:38 CDT,0
E3644,08/07/2021 05:43 CDT,0
E3644,08/07/2021 05:48 CDT,0
E3644,08/07/2021 05:53 CDT,0
E3644,08/07/2021 05:58 CDT,0
E3644,08/07/2021 06:03 CDT,0
E3644,08/07/2021 06:08 CDT,0
E3644,08/07/2021 06:13 CDT,0
E3644,08/07/2021 06:23 CDT,0
E3644,08/07/2021 06:28 CDT,0
E3644,08/07/2021 06:33 CDT,0
E3644,08/07/2021 06:38 CDT,0
E3644,08/07/2021 06:43 CDT,0
E3644,08/07/2021 06:48 CDT,0
E3644,08/07/2021 06:53 CDT,0
E3644,08/07/2021 06:58 CDT,0
E3644,08/07/2021 07:03 CDT,0
E3644,08/07/2021 07:08 CDT,7
E3644,08/07/2021 07:13 CDT,11
E3644,08/07/2021 07:18 CDT,19
E3644,08/07/2021 07:23 CDT,30
E3644,08/07/2021 07:28 CDT,44
E3644,08/07/2021 07:33 CDT,60
E3644,08/07/2021 07:38 CDT,74
E3644,08/07/2021 07:43 CDT,91
E3644,08/07/2021 07:48 CDT,109
E3644,08/07/2021 07:54 CDT,128
E3644,08/07/2021 07:58 CDT,142
E3644,08/07/2021 08:03 CDT,163
E3644,08/07/2021 08:08 CDT,179
E3644,08/07/2021 08:13 CDT,193
E3644,08/07/2021 08:23 CDT,236
E3644,08/07/2021 08:28 CDT,255
E3644,08/07/2021 08:33 CDT,274
E3644,08/07/2021 08:38 CDT,288
E3644,08/07/2021 08:43 CDT,311
E3644,08/07/2021 08:48 CDT,330
E3644,08/07/2021 08:53 CDT,352
E3644,08/07/2021 08:58 CDT,376
E3644,08/07/2021 09:03 CDT,401
E3644,08/07/2021 09:08 CDT,422
E3644,08/07/2021 09:13 CDT,436
E3644,08/07/2021 09:18 CDT,448
E3644,08/07/2021 09:23 CDT,459
E3644,08/07/2021 09:28 CDT,473
E3644,08/07/2021 09:33 CDT,492
E3644,08/07/2021 09:38 CDT,510
E3644,08/07/2021 09:43 CDT,522
E3644,08/07/2021 09:48 CDT,540
E3644,08/07/2021 09:53 CDT,552
E3644,08/07/2021 09:58 CDT,571
E3644,08/07/2021 10:03 CDT,587
E3644,08/07/2021 10:08 CDT,605
E3644,08/07/2021 10:13 CDT,619
E3644,08/07/2021 10:18 CDT,629
E3644,08/07/2021 10:23 CDT,642
E3644,08/07/2021 10:28 CDT,657
E3644,08/07/2021 10:33 CDT,675
E3644,08/07/2021 10:38 CDT,693
E3644,08/07/2021 10:43 CDT,707
E3644,08/07/2021 10:48 CDT,722
E3644,08/07/2021 10:53 CDT,724
E3644,08/07/2021 10:58 CDT,712
E3644,08/07/2021 11:03 CDT,728
E3644,08/07/2021 11:08 CDT,772
E3644,08/07/2021 11:13 CDT,780
E3644,08/07/2021 11:18 CDT,798
E3644,08/07/2021 11:23 CDT,814
E3644,08/07/2021 11:28 CDT,823
E3644,08/07/2021 11:33 CDT,506
E3644,08/07/2021 11:38 CDT,599
E3644,08/07/2021 11:43 CDT,793
E3644,08/07/2021 11:48 CDT,666
E3644,08/07/2021 11:53 CDT,816
E3644,08/07/2021 11:58 CDT,756
E3644,08/07/2021 12:03 CDT,770
E3644,08/07/2021 12:08 CDT,837
E3644,08/07/2021 12:13 CDT,893
E3644,08/07/2021 12:18 CDT,905
E3644,08/07/2021 12:23 CDT,851
E3644,08/07/2021 12:28 CDT,891
E3644,08/07/2021 12:33 CDT,937
E3644,08/07/2021 12:38 CDT,947
E3644,08/07/2021 12:43 CDT,476
E3644,08/07/2021 12:48 CDT,647
E3644,08/07/2021 12:53 CDT,954
E3644,08/07/2021 12:58 CDT,912
E3644,08/07/2021 13:03 CDT,891
E3644,08/07/2021 13:08 CDT,916
E3644,08/07/2021 13:13 CDT,805
E3644,08/07/2021 13:18 CDT,812
E3644,08/07/2021 13:23 CDT,624
E3644,08/07/2021 13:28 CDT,439
E3644,08/07/2021 13:33 CDT,485
E3644,08/07/2021 13:38 CDT,608
E3644,08/07/2021 13:44 CDT,976
E3644,08/07/2021 13:48 CDT,983
E3644,08/07/2021 13:53 CDT,921
E3644,08/07/2021 13:58 CDT,976
E3644,08/07/2021 14:03 CDT,981
E3644,08/07/2021 14:08 CDT,865
E3644,08/07/2021 14:13 CDT,893
E3644,08/07/2021 14:18 CDT,868
E3644,08/07/2021 14:23 CDT,788
E3644,08/07/2021 14:28 CDT,962
E3644,08/07/2021 14:33 CDT,868
E3644,08/07/2021 14:38 CDT,777
E3644,08/07/2021 14:43 CDT,722
E3644,08/07/2021 14:48 CDT,861
E3644,08/07/2021 14:53 CDT,817
E3644,08/07/2021 14:58 CDT,891
E3644,08/07/2021 15:03 CDT,856
E3644,08/07/2021 15:08 CDT,863
E3644,08/07/2021 15:13 CDT,844
E3644,08/07/2021 15:18 CDT,838
E3644,08/07/2021 15:23 CDT,780
E3644,08/07/2021 15:28 CDT,817
E3644,08/07/2021 15:33 CDT,775
E3644,08/07/2021 15:38 CDT,798
E3644,08/07/2021 15:43 CDT,782
E3644,08/07/2021 15:48 CDT,775
E3644,08/07/2021 15:53 CDT,759
E3644,08/07/2021 15:58 CDT,751
E3644,08/07/2021 16:03 CDT,738
E3644,08/07/2021 16:08 CDT,726
E3644,08/07/2021 16:13 CDT,715
E3644,08/07/2021 16:18 CDT,701
E3644,08/07/2021 16:23 CDT,694
E3644,08/07/2021 16:28 CDT,677
E3644,08/07/2021 16:33 CDT,666
E3644,08/07/2021 16:38 CDT,657
E3644,08/07/2021 16:43 CDT,640
E3644,08/07/2021 16:48 CDT,628
E3644,08/07/2021 16:53 CDT,612
E3644,08/07/2021 16:58 CDT,591
E3644,08/07/2021 17:03 CDT,580
E3644,08/07/2021 17:08 CDT,568
E3644,08/07/2021 17:13 CDT,554
E3644,08/07/2021 17:18 CDT,406
E3644,08/07/2021 17:23 CDT,529
E3644,08/07/2021 17:28 CDT,503
E3644,08/07/2021 17:33 CDT,439
E3644,08/07/2021 17:38 CDT,471
E3644,08/07/2021 17:43 CDT,455
E3644,08/07/2021 17:48 CDT,439
E3644,08/07/2021 17:53 CDT,420
E3644,08/07/2021 17:58 CDT,404
E3644,08/07/2021 18:03 CDT,387
E3644,08/07/2021 18:08 CDT,373
E3644,08/07/2021 18:13 CDT,355
E3644,08/07/2021 18:18 CDT,341
E3644,08/07/2021 18:23 CDT,325
E3644,08/07/2021 18:28 CDT,309
E3644,08/07/2021 18:33 CDT,294
E3644,08/07/2021 18:38 CDT,276
E3644,08/07/2021 18:43 CDT,257
E3644,08/07/2021 18:48 CDT,232
E3644,08/07/2021 18:53 CDT,181
E3644,08/07/2021 18:58 CDT,127
E3644,08/07/2021 19:03 CDT,95
E3644,08/07/2021 19:08 CDT,98
E3644,08/07/2021 19:13 CDT,81
E3644,08/07/2021 19:18 CDT,84
E3644,08/07/2021 19:23 CDT,77
E3644,08/07/2021 19:28 CDT,81
E3644,08/07/2021 19:33 CDT,81
E3644,08/07/2021 19:38 CDT,90
E3644,08/07/2021 19:43 CDT,69
E3644,08/07/2021 19:48 CDT,56
E3644,08/07/2021 19:53 CDT,42
E3644,08/07/2021 19:58 CDT,33
E3644,08/07/2021 20:03 CDT,26
E3644,08/07/2021 20:08 CDT,21
E3644,08/07/2021 20:13 CDT,18
E3644,08/07/2021 20:18 CDT,18
E3644,08/07/2021 20:23 CDT,14
E3644,08/07/2021 20:28 CDT,12
E3644,08/07/2021 20:33 CDT,9
E3644,08/07/2021 20:38 CDT,5
E3644,08/07/2021 20:43 CDT,0
E3644,08/07/2021 20:48 CDT,0
E3644,08/07/2021 20:53 CDT,0
E3644,08/07/2021 20:58 CDT,0
E3644,08/07/2021 21:03 CDT,0
E3644,08/07/2021 21:08 CDT,0
E3644,08/07/2021 21:13 CDT,0
E3644,08/07/2021 21:18 CDT,0
E3644,08/07/2021 21:23 CDT,0
E3644,08/07/2021 21:28 CDT,0
E3644,08/07/2021 21:33 CDT,0
E3644,08/07/2021 21:38 CDT,0
E3644,08/07/2021 21:43 CDT,0
E3644,08/07/2021 21:48 CDT,0
E3644,08/07/2021 21:53 CDT,0
E3644,08/07/2021 21:58 CDT,0
E3644,08/07/2021 22:03 CDT,0
E3644,08/07/2021 22:08 CDT,0
E3644,08/07/2021 22:13 CDT,0
E3644,08/07/2021 22:18 CDT,0
E3644,08/07/2021 22:23 CDT,0
E3644,08/07/2021 22:28 CDT,0
E3644,08/07/2021 22:33 CDT,0
E3644,08/07/2021 22:38 CDT,0
E3644,08/07/2021 22:43 CDT,0
E3644,08/07/2021 22:48 CDT,0
E3644,08/07/2021 22:53 CDT,0
E3644,08/07/2021 22:58 CDT,0
E3644,08/07/2021 23:03 CDT,0
E3644,08/07/2021 23:08 CDT,0
E3644,08/07/2021 23:13 CDT,0
E3644,08/07/2021 23:18 CDT,0
E3644,08/07/2021 23:23 CDT,0
E3644,08/07/2021 23:28 CDT,0
E3644,08/07/2021 23:33 CDT,0
E3644,08/07/2021 23:38 CDT,0
E3644,08/07/2021 23:43 CDT,0
E3644,08/07/2021 23:48 CDT,0
E3644,08/07/2021 23:53 CDT,0
E3644,08/07/2021 23:58 CDT,0
