obs,date,temp,rel.humidity,dew.point,block,side
53,9/17/21 0:45,28.83,48.66,16.96,3,middle
54,9/17/21 1:00,28.26,50.58,17.05,3,middle
55,9/17/21 1:15,30.15,47.09,17.64,3,middle
56,9/17/21 1:30,29.96,47.75,17.7,3,middle
57,9/17/21 1:45,29.67,48.31,17.62,3,middle
58,9/17/21 2:00,29.64,48.65,17.7,3,middle
59,9/17/21 2:15,29.62,48.81,17.73,3,middle
60,9/17/21 2:30,29.64,48.96,17.8,3,middle
61,9/17/21 2:45,29.68,49.25,17.93,3,middle
62,9/17/21 3:00,29.72,49.57,18.07,3,middle
63,9/17/21 3:15,29.92,49.69,18.29,3,middle
64,9/17/21 3:30,29.95,49.72,18.33,3,middle
65,9/17/21 3:45,29.86,49.84,18.28,3,middle
66,9/17/21 4:00,29.8,50.1,18.31,3,middle
67,9/17/21 4:15,29.72,49.86,18.16,3,middle
68,9/17/21 4:30,29.75,50.01,18.24,3,middle
69,9/17/21 4:45,29.79,49.92,18.25,3,middle
70,9/17/21 5:00,29.85,50.02,18.33,3,middle
71,9/17/21 5:15,29.85,50.22,18.39,3,middle
72,9/17/21 5:30,29.82,50.42,18.44,3,middle
73,9/17/21 5:45,29.72,50.78,18.45,3,middle
74,9/17/21 6:00,29.82,50.62,18.5,3,middle
75,9/17/21 6:15,29.91,50.75,18.62,3,middle
76,9/17/21 6:30,29.86,50.74,18.56,3,middle
77,9/17/21 6:45,29.82,50.61,18.49,3,middle
78,9/17/21 7:00,29.77,50.79,18.5,3,middle
79,9/17/21 7:15,29.7,50.81,18.44,3,middle
80,9/17/21 7:30,29.75,50.63,18.43,3,middle
81,9/17/21 7:45,29.76,50.56,18.42,3,middle
82,9/17/21 8:00,29.87,50.59,18.53,3,middle
83,9/17/21 8:15,30.09,50.15,18.59,3,middle
84,9/17/21 8:30,29.48,51.28,18.39,3,middle
85,9/17/21 8:45,29.78,50.92,18.55,3,middle
86,9/17/21 9:00,23.07,64.29,15.98,3,middle
87,9/17/21 9:15,25.14,59.55,16.73,3,middle
88,9/17/21 9:30,26.09,57.46,17.06,3,middle
89,9/17/21 9:45,33.29,43.91,19.37,3,middle
90,9/17/21 10:00,31.96,46.18,18.97,3,middle
91,9/17/21 10:15,29.49,51.16,18.36,3,middle
92,9/17/21 10:30,29.72,51.1,18.55,3,middle
93,9/17/21 10:45,30.56,47.56,18.18,3,middle
94,9/17/21 11:00,30.02,50.11,18.51,3,middle
95,9/17/21 11:15,31.1,47.41,18.62,3,middle
96,9/17/21 11:30,33.26,44.61,19.59,3,middle
97,9/17/21 11:45,35.22,40.09,19.63,3,middle
98,9/17/21 12:00,33.05,46.41,20.05,3,middle
99,9/17/21 12:15,29.58,52.97,19,3,middle
100,9/17/21 12:30,28.38,55.06,18.5,3,middle
101,9/17/21 12:45,29.21,54.77,19.2,3,middle
102,9/17/21 13:00,30.52,50.46,19.09,3,middle
103,9/17/21 13:15,31.49,48.2,19.23,3,middle
104,9/17/21 13:30,31.51,46.95,18.83,3,middle
105,9/17/21 13:45,32.27,45.7,19.09,3,middle
106,9/17/21 14:00,32.22,46.51,19.32,3,middle
107,9/17/21 14:15,31.69,47.35,19.13,3,middle
108,9/17/21 14:30,32.61,46.41,19.65,3,middle
109,9/17/21 14:45,33.29,43.28,19.14,3,middle
110,9/17/21 15:00,33.71,44.8,20.07,3,middle
111,9/17/21 15:15,33.64,43.88,19.68,3,middle
112,9/17/21 15:30,34,44.21,20.11,3,middle
113,9/17/21 15:45,32.4,46.04,19.33,3,middle
114,9/17/21 16:00,31.1,47.84,18.76,3,middle
115,9/17/21 16:15,31.83,48.55,19.66,3,middle
116,9/17/21 16:30,32.91,44.77,19.34,3,middle
117,9/17/21 16:45,31.67,46.67,18.88,3,middle
118,9/17/21 17:00,29.9,51.66,18.89,3,middle
119,9/17/21 17:15,29.31,52.53,18.61,3,middle
120,9/17/21 17:30,28.79,53.52,18.44,3,middle
121,9/17/21 17:45,27.53,56.94,18.25,3,middle
122,9/17/21 18:00,27.4,56.69,18.06,3,middle
123,9/17/21 18:15,26.34,59.11,17.74,3,middle
124,9/17/21 18:30,25.38,60.89,17.31,3,middle
125,9/17/21 18:45,24.75,62.33,17.08,3,middle
126,9/17/21 19:00,24.32,64.43,17.2,3,middle
127,9/17/21 19:15,27.44,52.91,17.01,3,middle
128,9/17/21 19:30,29.43,48.94,17.59,3,middle
129,9/17/21 19:45,30.22,45.22,17.07,3,middle
130,9/17/21 20:00,30.37,47.31,17.92,3,middle
131,9/17/21 20:15,30.13,47.8,17.87,3,middle
132,9/17/21 20:30,29.82,47.66,17.54,3,middle
133,9/17/21 20:45,29.7,47.09,17.23,3,middle
134,9/17/21 21:00,29.68,47.01,17.19,3,middle
135,9/17/21 21:15,29.67,46.19,16.9,3,middle
136,9/17/21 21:30,29.67,46.54,17.02,3,middle
137,9/17/21 21:45,29.62,45.76,16.71,3,middle
138,9/17/21 22:00,29.59,46.87,17.06,3,middle
139,9/17/21 22:15,29.41,47.27,17.03,3,middle
140,9/17/21 22:30,29.22,48.61,17.3,3,middle
141,9/17/21 22:45,29.08,50.05,17.64,3,middle
142,9/17/21 23:00,28.92,50.52,17.64,3,middle
143,9/17/21 23:15,28.77,51.81,17.9,3,middle
144,9/17/21 23:30,28.69,52.48,18.03,3,middle
145,9/17/21 23:45,28.62,52.78,18.06,3,middle
146,9/18/21 0:00,28.53,52.5,17.89,3,middle
147,9/18/21 0:15,28.44,53.44,18.09,3,middle
148,9/18/21 0:30,28.37,53.32,17.98,3,middle
149,9/18/21 0:45,28.31,53.61,18.02,3,middle
150,9/18/21 1:00,28.29,53.82,18.06,3,middle
151,9/18/21 1:15,28.23,53.79,17.99,3,middle
152,9/18/21 1:30,30.05,50.49,18.66,3,middle
153,9/18/21 1:45,30.1,50.33,18.66,3,middle
154,9/18/21 2:00,29.91,50.78,18.63,3,middle
155,9/18/21 2:15,29.86,51.01,18.65,3,middle
156,9/18/21 2:30,29.75,51.55,18.72,3,middle
157,9/18/21 2:45,29.62,51.89,18.71,3,middle
158,9/18/21 3:00,29.59,52.15,18.76,3,middle
159,9/18/21 3:15,29.62,52.11,18.77,3,middle
160,9/18/21 3:30,29.54,52.42,18.8,3,middle
161,9/18/21 3:45,29.51,52.52,18.8,3,middle
162,9/18/21 4:00,29.59,52.27,18.79,3,middle
163,9/18/21 4:15,29.74,52.45,18.99,3,middle
164,9/18/21 4:30,29.72,52.69,19.04,3,middle
165,9/18/21 4:45,29.76,52.84,19.13,3,middle
166,9/18/21 5:00,29.75,53,19.16,3,middle
167,9/18/21 5:15,29.66,53.16,19.13,3,middle
168,9/18/21 5:30,29.74,53.03,19.16,3,middle
169,9/18/21 5:45,29.79,53.12,19.24,3,middle
170,9/18/21 6:00,29.78,53.2,19.26,3,middle
171,9/18/21 6:15,29.83,53.15,19.29,3,middle
172,9/18/21 6:30,29.92,53.25,19.4,3,middle
173,9/18/21 6:45,29.87,53.47,19.42,3,middle
174,9/18/21 7:00,29.81,53.51,19.38,3,middle
175,9/18/21 7:15,29.85,53.72,19.47,3,middle
176,9/18/21 7:30,29.77,53.93,19.46,3,middle
177,9/18/21 7:45,29.8,54.09,19.54,3,middle
178,9/18/21 8:00,29.87,54.23,19.64,3,middle
179,9/18/21 8:15,30.06,53.94,19.74,3,middle
180,9/18/21 8:30,29.57,55.03,19.6,3,middle
181,9/18/21 8:45,29.65,55.16,19.72,3,middle
182,9/18/21 9:00,24.62,66.47,17.98,3,middle
183,9/18/21 9:15,24.38,68.05,18.12,3,middle
184,9/18/21 9:30,26.55,61.36,18.53,3,middle
185,9/18/21 9:45,32.71,47.32,20.05,3,middle
186,9/18/21 10:00,31.56,48.98,19.56,3,middle
187,9/18/21 10:15,28.32,57.22,19.07,3,middle
188,9/18/21 10:30,26.76,61.39,18.73,3,middle
189,9/18/21 10:45,25.64,63.49,18.22,3,middle
190,9/18/21 11:00,24.97,65.75,18.14,3,middle
191,9/18/21 11:15,26.34,62.72,18.68,3,middle
192,9/18/21 11:30,28.2,58.92,19.43,3,middle
193,9/18/21 11:45,29.87,54.88,19.83,3,middle
194,9/18/21 12:00,29.97,54.05,19.69,3,middle
195,9/18/21 12:15,29.11,57.2,19.8,3,middle
196,9/18/21 12:30,28.6,57.97,19.54,3,middle
197,9/18/21 12:45,29.27,56.67,19.8,3,middle
198,9/18/21 13:00,30.72,53.76,20.3,3,middle
199,9/18/21 13:15,31.66,50.99,20.3,3,middle
200,9/18/21 13:30,31.5,52.36,20.58,3,middle
201,9/18/21 13:45,32.57,50,20.82,3,middle
202,9/18/21 14:00,32.28,49.74,20.47,3,middle
203,9/18/21 14:15,31.84,50.22,20.22,3,middle
204,9/18/21 14:30,32.27,48.7,20.11,3,middle
205,9/18/21 14:45,32.97,47.86,20.47,3,middle
206,9/18/21 15:00,33.28,47.63,20.67,3,middle
207,9/18/21 15:15,33.46,47.02,20.63,3,middle
208,9/18/21 15:30,33.71,46.17,20.56,3,middle
209,9/18/21 15:45,31.87,50.2,20.24,3,middle
210,9/18/21 16:00,29.9,54.65,19.8,3,middle
211,9/18/21 16:15,31.18,51.82,20.12,3,middle
212,9/18/21 16:30,32.66,48.26,20.32,3,middle
213,9/18/21 16:45,31.93,49.72,20.14,3,middle
214,9/18/21 17:00,29.83,54.12,19.58,3,middle
215,9/18/21 17:15,29.93,54.55,19.8,3,middle
216,9/18/21 17:30,29.34,56.05,19.69,3,middle
217,9/18/21 17:45,27.88,59.72,19.35,3,middle
218,9/18/21 18:00,27.83,59.71,19.3,3,middle
219,9/18/21 18:15,26.52,63.18,18.97,3,middle
220,9/18/21 18:30,25.5,65.55,18.6,3,middle
221,9/18/21 18:45,24.82,67.4,18.39,3,middle
222,9/18/21 19:00,24.57,65.29,17.65,3,middle
223,9/18/21 19:15,27.6,56.28,18.14,3,middle
224,9/18/21 19:30,29.26,52.19,18.46,3,middle
225,9/18/21 19:45,29.82,50.51,18.46,3,middle
226,9/18/21 20:00,29.87,50.99,18.65,3,middle
227,9/18/21 20:15,29.67,50.13,18.21,3,middle
228,9/18/21 20:30,29.51,49.54,17.87,3,middle
229,9/18/21 20:45,29.5,49.17,17.74,3,middle
230,9/18/21 21:00,29.44,49.15,17.67,3,middle
231,9/18/21 21:15,29.39,49.33,17.69,3,middle
232,9/18/21 21:30,29.31,48.94,17.49,3,middle
233,9/18/21 21:45,29.21,50.47,17.89,3,middle
234,9/18/21 22:00,29.04,51.37,18.01,3,middle
235,9/18/21 22:15,28.9,51.71,17.99,3,middle
236,9/18/21 22:30,28.75,51.84,17.89,3,middle
237,9/18/21 22:45,28.62,51.77,17.75,3,middle
238,9/18/21 23:00,28.55,52.6,17.94,3,middle
239,9/18/21 23:15,28.38,52.2,17.65,3,middle
240,9/18/21 23:30,28.23,52.52,17.61,3,middle
241,9/18/21 23:45,28.1,53.69,17.85,3,middle
242,9/19/21 0:00,28.77,51.79,17.9,3,middle
243,9/19/21 0:15,29.26,49.93,17.76,3,middle
244,9/19/21 0:30,28.67,51.49,17.7,3,middle
245,9/19/21 0:45,28.25,52.33,17.58,3,middle
246,9/19/21 1:00,30.39,47.86,18.12,3,middle
247,9/19/21 1:15,30.04,48.27,17.94,3,middle
248,9/19/21 1:30,29.77,49.17,17.98,3,middle
249,9/19/21 1:45,29.62,49.74,18.03,3,middle
250,9/19/21 2:00,29.54,49.93,18.02,3,middle
251,9/19/21 2:15,29.5,50.23,18.08,3,middle
252,9/19/21 2:30,29.54,50.27,18.13,3,middle
253,9/19/21 2:45,29.72,49.89,18.17,3,middle
254,9/19/21 3:00,29.77,49.88,18.21,3,middle
255,9/19/21 3:15,29.71,49.84,18.14,3,middle
256,9/19/21 3:30,29.73,49.71,18.12,3,middle
257,9/19/21 3:45,29.67,49.8,18.1,3,middle
258,9/19/21 4:00,29.8,49.48,18.11,3,middle
259,9/19/21 4:15,29.85,49.39,18.12,3,middle
260,9/19/21 4:30,29.85,49.3,18.1,3,middle
261,9/19/21 4:45,29.85,49.29,18.09,3,middle
262,9/19/21 5:00,29.83,49.21,18.06,3,middle
263,9/19/21 5:15,29.75,49.27,18,3,middle
264,9/19/21 5:30,29.71,49.46,18.02,3,middle
265,9/19/21 5:45,29.68,49.55,18.03,3,middle
266,9/19/21 6:00,29.72,49.35,17.99,3,middle
267,9/19/21 6:15,29.81,49.27,18.06,3,middle
268,9/19/21 6:30,29.86,49.23,18.08,3,middle
269,9/19/21 6:45,29.81,49.31,18.07,3,middle
270,9/19/21 7:00,29.85,49.28,18.09,3,middle
271,9/19/21 7:15,29.82,49.23,18.05,3,middle
272,9/19/21 7:30,29.8,49.48,18.11,3,middle
273,9/19/21 7:45,29.82,49.49,18.14,3,middle
274,9/19/21 8:00,29.92,49.61,18.26,3,middle
275,9/19/21 8:15,30.17,49.31,18.39,3,middle
276,9/19/21 8:30,29.74,49.74,18.14,3,middle
277,9/19/21 8:45,29.57,50.04,18.08,3,middle
278,9/19/21 9:00,24.08,63.45,16.73,3,middle
279,9/19/21 9:15,25.51,61.13,17.49,3,middle
280,9/19/21 9:30,29.54,51.32,18.46,3,middle
281,9/19/21 9:45,32.66,45.45,19.35,3,middle
282,9/19/21 10:00,31.3,48.15,19.05,3,middle
283,9/19/21 10:15,26.47,59.54,17.97,3,middle
284,9/19/21 10:30,27.91,56.77,18.56,3,middle
285,9/19/21 10:45,26.1,61.74,18.21,3,middle
286,9/19/21 11:00,25.35,64.09,18.09,3,middle
287,9/19/21 11:15,26.91,60.44,18.63,3,middle
288,9/19/21 11:30,28.28,57.62,19.14,3,middle
289,9/19/21 11:45,29.74,54.46,19.59,3,middle
290,9/19/21 12:00,29.87,53.96,19.56,3,middle
291,9/19/21 12:15,29.39,55.23,19.5,3,middle
292,9/19/21 12:30,29.02,56.34,19.47,3,middle
293,9/19/21 12:45,29.73,55.13,19.78,3,middle
294,9/19/21 13:00,31.09,51.12,19.82,3,middle
295,9/19/21 13:15,32.12,48.25,19.83,3,middle
296,9/19/21 13:30,31.99,47.9,19.59,3,middle
297,9/19/21 13:45,32.37,46.29,19.38,3,middle
298,9/19/21 14:00,32.37,47.06,19.65,3,middle
299,9/19/21 14:15,32.33,46.57,19.45,3,middle
300,9/19/21 14:30,32.83,45.81,19.63,3,middle
301,9/19/21 14:45,33.5,44.54,19.79,3,middle
302,9/19/21 15:00,33.85,43.79,19.82,3,middle
303,9/19/21 15:15,34.01,42.65,19.54,3,middle
304,9/19/21 15:30,34.2,41.11,19.13,3,middle
305,9/19/21 15:45,31.96,42.74,17.74,3,middle
306,9/19/21 16:00,30.39,46.24,17.57,3,middle
307,9/19/21 16:15,31.78,43.69,17.92,3,middle
308,9/19/21 16:30,33.02,41.74,18.32,3,middle
309,9/19/21 16:45,32.26,43.13,18.15,3,middle
310,9/19/21 17:00,29.7,47.26,17.29,3,middle
311,9/19/21 17:15,29.23,48.43,17.25,3,middle
312,9/19/21 17:30,28.12,50.92,17.02,3,middle
313,9/19/21 17:45,26.73,53.94,16.66,3,middle
314,9/19/21 18:00,26.47,54.47,16.56,3,middle
315,9/19/21 18:15,25.24,56.99,16.14,3,middle
316,9/19/21 18:30,24.48,59.17,16.01,3,middle
317,9/19/21 18:45,23.96,61.54,16.13,3,middle
318,9/19/21 19:00,24.74,56.12,15.43,3,middle
319,9/19/21 19:15,28,48.39,16.11,3,middle
320,9/19/21 19:30,29.49,45.76,16.59,3,middle
321,9/19/21 19:45,29.97,41.48,15.49,3,middle
322,9/19/21 20:00,29.97,42.15,15.74,3,middle
323,9/19/21 20:15,29.75,40.7,14.99,3,middle
324,9/19/21 20:30,29.54,41.91,15.26,3,middle
325,9/19/21 20:45,29.38,43.34,15.64,3,middle
326,9/19/21 21:00,29.32,43.19,15.53,3,middle
327,9/19/21 21:15,29.24,43.78,15.67,3,middle
328,9/19/21 21:30,29.13,44.17,15.71,3,middle
329,9/19/21 21:45,28.99,44.52,15.7,3,middle
330,9/19/21 22:00,28.85,44.96,15.73,3,middle
331,9/19/21 22:15,28.75,45.57,15.86,3,middle
332,9/19/21 22:30,28.57,46.84,16.12,3,middle
333,9/19/21 22:45,28.46,47.29,16.18,3,middle
334,9/19/21 23:00,28.35,47.84,16.26,3,middle
335,9/19/21 23:15,28.24,48.19,16.26,3,middle
336,9/19/21 23:30,28.08,49.19,16.44,3,middle
337,9/19/21 23:45,28.44,48.36,16.51,3,middle
338,9/20/21 0:00,29.52,46.27,16.8,3,middle
339,9/20/21 0:15,28.87,48.1,16.81,3,middle
340,9/20/21 0:30,28.34,48.81,16.56,3,middle
341,9/20/21 0:45,30.11,46.15,17.29,3,middle
342,9/20/21 1:00,29.59,46.59,16.96,3,middle
343,9/20/21 1:15,28.73,48.06,16.67,3,middle
344,9/20/21 1:30,29.01,48.67,17.12,3,middle
345,9/20/21 1:45,30.07,46.2,17.27,3,middle
346,9/20/21 2:00,29.79,46.79,17.22,3,middle
347,9/20/21 2:15,29.7,47.02,17.21,3,middle
348,9/20/21 2:30,29.75,47.49,17.41,3,middle
349,9/20/21 2:45,29.66,47.73,17.41,3,middle
350,9/20/21 3:00,29.6,47.76,17.36,3,middle
351,9/20/21 3:15,29.8,47.5,17.46,3,middle
352,9/20/21 3:30,29.92,47.18,17.47,3,middle
353,9/20/21 3:45,29.88,47.11,17.4,3,middle
354,9/20/21 4:00,29.92,47.12,17.45,3,middle
355,9/20/21 4:15,29.87,47.37,17.48,3,middle
356,9/20/21 4:30,29.85,47.57,17.53,3,middle
357,9/20/21 4:45,29.82,47.79,17.58,3,middle
358,9/20/21 5:00,29.85,48.07,17.69,3,middle
359,9/20/21 5:15,29.77,48.2,17.67,3,middle
360,9/20/21 5:30,29.9,48.15,17.77,3,middle
361,9/20/21 5:45,30.07,48.16,17.93,3,middle
362,9/20/21 6:00,30.01,48.35,17.93,3,middle
363,9/20/21 6:15,30.03,48.35,17.95,3,middle
364,9/20/21 6:30,29.96,48.68,18,3,middle
365,9/20/21 6:45,29.93,48.86,18.03,3,middle
366,9/20/21 7:00,29.9,49.05,18.06,3,middle
367,9/20/21 7:15,29.91,49.27,18.14,3,middle
368,9/20/21 7:30,29.92,49.36,18.18,3,middle
369,9/20/21 7:45,29.91,49.66,18.27,3,middle
370,9/20/21 8:00,30,49.87,18.42,3,middle
371,9/20/21 8:15,30.12,49.72,18.49,3,middle
372,9/20/21 8:30,29.57,51.15,18.43,3,middle
373,9/20/21 8:45,29.83,50.9,18.6,3,middle
374,9/20/21 9:00,23.87,62.31,16.25,3,middle
375,9/20/21 9:15,25.49,58.04,16.65,3,middle
376,9/20/21 9:30,30.96,46.91,18.32,3,middle
377,9/20/21 9:45,33.32,43.7,19.32,3,middle
378,9/20/21 10:00,32.79,44.2,19.03,3,middle
379,9/20/21 10:15,27.96,53.3,17.6,3,middle
380,9/20/21 10:30,27.72,54.87,17.84,3,middle
381,9/20/21 10:45,25.8,60.55,17.62,3,middle
382,9/20/21 11:00,25.02,64.68,17.92,3,middle
383,9/20/21 11:15,26.75,58.93,18.07,3,middle
384,9/20/21 11:30,28.12,55.61,18.42,3,middle
385,9/20/21 11:45,29.63,52.77,18.99,3,middle
386,9/20/21 12:00,30.07,50.65,18.73,3,middle
387,9/20/21 12:15,29.63,49.47,17.95,3,middle
388,9/20/21 12:30,29.09,50.92,17.92,3,middle
389,9/20/21 12:45,29.8,48.13,17.67,3,middle
390,9/20/21 13:00,31.16,46.26,18.28,3,middle
391,9/20/21 13:15,32.38,44.33,18.7,3,middle
392,9/20/21 13:30,32.28,43.81,18.42,3,middle
393,9/20/21 13:45,33.52,41.55,18.69,3,middle
394,9/20/21 14:00,33.38,42.4,18.89,3,middle
395,9/20/21 14:15,33.02,42.02,18.42,3,middle
396,9/20/21 14:30,33.31,41.98,18.67,3,middle
397,9/20/21 14:45,33.71,40.64,18.5,3,middle
398,9/20/21 15:00,33.96,40.19,18.55,3,middle
399,9/20/21 15:15,34.09,39.99,18.59,3,middle
400,9/20/21 15:30,34.21,39.79,18.61,3,middle
401,9/20/21 15:45,32.5,41.74,17.85,3,middle
402,9/20/21 16:00,31.14,42.27,16.83,3,middle
403,9/20/21 16:15,32.83,39.93,17.44,3,middle
404,9/20/21 16:30,33.5,38.87,17.61,3,middle
405,9/20/21 16:45,32.74,41.11,17.82,3,middle
406,9/20/21 17:00,30.07,46.32,17.31,3,middle
407,9/20/21 17:15,29.85,46.5,17.17,3,middle
408,9/20/21 17:30,28.44,49.82,16.98,3,middle
409,9/20/21 17:45,26.91,52.76,16.47,3,middle
410,9/20/21 18:00,26.76,54.2,16.75,3,middle
411,9/20/21 18:15,25.57,56.33,16.25,3,middle
412,9/20/21 18:30,24.17,58.72,15.6,3,middle
413,9/20/21 18:45,23.53,61.5,15.72,3,middle
414,9/20/21 19:00,24.6,53.95,14.68,3,middle
415,9/20/21 19:15,28.04,44.89,14.98,3,middle
416,9/20/21 19:30,29.45,41.06,14.86,3,middle
417,9/20/21 19:45,29.91,41.18,15.32,3,middle
418,9/20/21 20:00,29.8,40.88,15.11,3,middle
419,9/20/21 20:15,29.63,39.75,14.52,3,middle
420,9/20/21 20:30,29.46,40.16,14.52,3,middle
421,9/20/21 20:45,29.33,40.05,14.37,3,middle
422,9/20/21 21:00,29.18,40.03,14.23,3,middle
423,9/20/21 21:15,29.05,40.4,14.25,3,middle
424,9/20/21 21:30,28.85,40.5,14.11,3,middle
425,9/20/21 21:45,28.69,41.15,14.21,3,middle
426,9/20/21 22:00,28.5,41.28,14.1,3,middle
427,9/20/21 22:15,28.32,41.67,14.08,3,middle
428,9/20/21 22:30,28.14,42.07,14.06,3,middle
429,9/20/21 22:45,27.95,44.62,14.8,3,middle
430,9/20/21 23:00,29.67,40.65,14.9,3,middle
431,9/20/21 23:15,28.9,41.04,14.36,3,middle
432,9/20/21 23:30,28.23,41.96,14.1,3,middle
433,9/20/21 23:45,30.2,39.68,15,3,middle
434,9/21/21 0:00,29.92,39.87,14.82,3,middle
435,9/21/21 0:15,29.6,40.81,14.9,3,middle
436,9/21/21 0:30,29.51,40.4,14.67,3,middle
437,9/21/21 0:45,29.58,40.81,14.88,3,middle
438,9/21/21 1:00,29.64,40.65,14.87,3,middle
439,9/21/21 1:15,29.63,40.51,14.81,3,middle
440,9/21/21 1:30,29.62,41.22,15.07,3,middle
441,9/21/21 1:45,29.67,40.51,14.85,3,middle
442,9/21/21 2:00,29.87,40.79,15.13,3,middle
443,9/21/21 2:15,29.93,41.18,15.33,3,middle
444,9/21/21 2:30,29.94,41.05,15.3,3,middle
445,9/21/21 2:45,29.86,41.55,15.41,3,middle
446,9/21/21 3:00,29.74,41.13,15.14,3,middle
447,9/21/21 3:15,29.7,41.03,15.07,3,middle
448,9/21/21 3:30,29.74,41.15,15.15,3,middle
449,9/21/21 3:45,29.7,40.73,14.95,3,middle
450,9/21/21 4:00,29.82,40.91,15.14,3,middle
451,9/21/21 4:15,29.87,40.7,15.09,3,middle
452,9/21/21 4:30,29.79,40.48,14.94,3,middle
453,9/21/21 4:45,29.59,40.24,14.67,3,middle
454,9/21/21 5:00,29.6,40.48,14.77,3,middle
455,9/21/21 5:15,29.58,40.91,14.92,3,middle
456,9/21/21 5:30,29.67,41.13,15.08,3,middle
457,9/21/21 5:45,29.74,40.77,15.01,3,middle
458,9/21/21 6:00,29.77,40.63,14.98,3,middle
459,9/21/21 6:15,29.71,40.35,14.82,3,middle
460,9/21/21 6:30,29.65,39.88,14.59,3,middle
461,9/21/21 6:45,29.61,39.46,14.38,3,middle
462,9/21/21 7:00,29.59,38.36,13.93,3,middle
463,9/21/21 7:15,29.63,38.64,14.08,3,middle
464,9/21/21 7:30,29.58,38.76,14.08,3,middle
465,9/21/21 7:45,29.63,39.65,14.48,3,middle
466,9/21/21 8:00,29.88,39.37,14.59,3,middle
467,9/21/21 8:15,30.09,39.16,14.7,3,middle
468,9/21/21 8:30,30.11,39.24,14.75,3,middle
469,9/21/21 8:45,30.17,39.15,14.76,3,middle
470,9/21/21 9:00,29.62,39.36,14.35,3,middle
471,9/21/21 9:15,29.17,39.39,13.97,3,middle
472,9/21/21 9:30,30.83,37.27,14.59,3,middle
473,9/21/21 9:45,33.99,32.62,15.28,3,middle
474,9/21/21 10:00,35.6,30.34,15.54,3,middle
475,9/21/21 10:15,32.07,33.74,14.13,3,middle
476,9/21/21 10:30,30.84,35.36,13.78,3,middle
477,9/21/21 10:45,28.45,38.67,13.04,3,middle
478,9/21/21 11:00,27.39,40.72,12.89,3,middle
479,9/21/21 11:15,28.01,40.6,13.4,3,middle
480,9/21/21 11:30,27.43,39.14,12.32,3,middle
481,9/21/21 11:45,28.02,40.6,13.41,3,middle
482,9/21/21 12:00,28.48,37.41,12.56,3,middle
