obs,date,temp,rel.humidity,dew.point,block,side
73,9/16/21 6:00,20.42,53.13,10.57,4,west
74,9/16/21 6:15,20.42,53.13,10.57,4,west
75,9/16/21 6:30,20.37,53.13,10.53,4,west
76,9/16/21 6:45,20.37,53.16,10.54,4,west
77,9/16/21 7:00,20.33,53.35,10.55,4,west
78,9/16/21 7:15,20.37,53.41,10.61,4,west
79,9/16/21 7:30,20.33,53.38,10.56,4,west
80,9/16/21 7:45,20.29,53.35,10.51,4,west
81,9/16/21 8:00,20.29,53.35,10.51,4,west
82,9/16/21 8:15,20.29,53.35,10.51,4,west
83,9/16/21 8:30,20.33,53.38,10.56,4,west
84,9/16/21 8:45,20.37,53.41,10.61,4,west
85,9/16/21 9:00,20.46,53.41,10.69,4,west
86,9/16/21 9:15,20.59,53.44,10.82,4,west
87,9/16/21 9:30,20.63,53.16,10.78,4,west
88,9/16/21 9:45,20.68,53.19,10.83,4,west
89,9/16/21 10:00,20.8,53.22,10.95,4,west
90,9/16/21 10:15,20.89,53.19,11.03,4,west
91,9/16/21 10:30,20.98,52.97,11.04,4,west
92,9/16/21 10:45,21.02,53,11.09,4,west
93,9/16/21 11:00,21.06,52.72,11.05,4,west
94,9/16/21 11:15,21.1,52.72,11.09,4,west
95,9/16/21 11:30,21.19,52.75,11.18,4,west
96,9/16/21 11:45,21.15,52.72,11.13,4,west
97,9/16/21 12:00,21.15,52.53,11.07,4,west
98,9/16/21 12:15,21.15,52.72,11.13,4,west
99,9/16/21 12:30,26.34,57.01,17.16,4,west
100,9/16/21 12:45,31.53,44.33,17.93,4,west
101,9/16/21 13:00,29.04,55.11,19.14,4,west
102,9/16/21 13:15,28.05,56.76,18.69,4,west
103,9/16/21 13:30,28.65,56.82,19.27,4,west
104,9/16/21 13:45,29.56,54.92,19.56,4,west
105,9/16/21 14:00,30.37,53.79,19.98,4,west
106,9/16/21 14:15,30.59,52.27,19.71,4,west
107,9/16/21 14:30,30.07,52.72,19.38,4,west
108,9/16/21 14:45,30.84,52.02,19.87,4,west
109,9/16/21 15:00,29.98,53.76,19.61,4,west
110,9/16/21 15:15,31.31,52.11,20.34,4,west
111,9/16/21 15:30,30.2,52.97,19.57,4,west
112,9/16/21 15:45,29.3,55.92,19.61,4,west
113,9/16/21 16:00,29.51,54.92,19.52,4,west
114,9/16/21 16:15,29.94,53.22,19.41,4,west
115,9/16/21 16:30,29.21,54.1,19,4,west
116,9/16/21 16:45,32.6,48.65,20.4,4,west
117,9/16/21 17:00,31.19,50.56,19.73,4,west
118,9/16/21 17:15,30.5,51.99,19.55,4,west
119,9/16/21 17:30,28.35,55.51,18.62,4,west
120,9/16/21 17:45,27.28,58.66,18.5,4,west
121,9/16/21 18:00,26.55,60.51,18.31,4,west
122,9/16/21 18:15,26.3,60.48,18.06,4,west
123,9/16/21 18:30,26.17,61.22,18.13,4,west
124,9/16/21 18:45,25.52,63.3,18.06,4,west
125,9/16/21 19:00,26.9,58.1,17.98,4,west
126,9/16/21 19:15,29.21,52.05,18.38,4,west
127,9/16/21 19:30,30.03,50.34,18.6,4,west
128,9/16/21 19:45,30.11,49.38,18.37,4,west
129,9/16/21 20:00,29.86,48.33,17.79,4,west
130,9/16/21 20:15,29.6,48.23,17.52,4,west
131,9/16/21 20:30,29.51,48.26,17.45,4,west
132,9/16/21 20:45,29.43,49.29,17.71,4,west
133,9/16/21 21:00,29.34,49.8,17.79,4,west
134,9/16/21 21:15,29.26,49.99,17.78,4,west
135,9/16/21 21:30,29.13,51.01,17.98,4,west
136,9/16/21 21:45,29.04,50.78,17.83,4,west
137,9/16/21 22:00,28.87,50.43,17.56,4,west
138,9/16/21 22:15,28.78,49.92,17.32,4,west
139,9/16/21 22:30,28.74,49.99,17.3,4,west
140,9/16/21 22:45,28.57,49.64,17.03,4,west
141,9/16/21 23:00,28.48,49.7,16.98,4,west
142,9/16/21 23:15,28.31,49.86,16.87,4,west
143,9/16/21 23:30,28.65,49.96,17.21,4,west
144,9/16/21 23:45,28.83,48.9,17.03,4,west
145,9/17/21 0:00,28.53,49.64,17,4,west
146,9/17/21 0:15,28.23,49.86,16.79,4,west
147,9/17/21 0:30,28.65,49.38,17.03,4,west
148,9/17/21 0:45,28.4,50.11,17.03,4,west
149,9/17/21 1:00,28.05,50.85,16.94,4,west
150,9/17/21 1:15,29.26,49,17.46,4,west
151,9/17/21 1:30,29.43,48.77,17.54,4,west
152,9/17/21 1:45,29.34,49.03,17.55,4,west
153,9/17/21 2:00,29.3,49.22,17.57,4,west
154,9/17/21 2:15,29.3,49.29,17.59,4,west
155,9/17/21 2:30,29.3,49.54,17.67,4,west
156,9/17/21 2:45,29.38,49.8,17.83,4,west
157,9/17/21 3:00,29.43,50.08,17.96,4,west
158,9/17/21 3:15,29.56,50.08,18.08,4,west
159,9/17/21 3:30,29.64,50.08,18.16,4,west
160,9/17/21 3:45,29.56,50.34,18.16,4,west
161,9/17/21 4:00,29.51,50.34,18.12,4,west
162,9/17/21 4:15,29.47,50.34,18.08,4,west
163,9/17/21 4:30,29.51,50.27,18.1,4,west
164,9/17/21 4:45,29.51,50.27,18.1,4,west
165,9/17/21 5:00,29.6,50.34,18.2,4,west
166,9/17/21 5:15,29.6,50.62,18.29,4,west
167,9/17/21 5:30,29.6,50.53,18.26,4,west
168,9/17/21 5:45,29.56,50.85,18.32,4,west
169,9/17/21 6:00,29.6,50.88,18.37,4,west
170,9/17/21 6:15,29.68,50.88,18.45,4,west
171,9/17/21 6:30,29.73,51.07,18.55,4,west
172,9/17/21 6:45,29.64,50.88,18.41,4,west
173,9/17/21 7:00,29.56,51.07,18.39,4,west
174,9/17/21 7:15,29.51,51.1,18.36,4,west
175,9/17/21 7:30,29.51,50.78,18.26,4,west
176,9/17/21 7:45,29.6,50.88,18.37,4,west
177,9/17/21 8:00,29.73,50.56,18.39,4,west
178,9/17/21 8:15,29.94,50.34,18.52,4,west
179,9/17/21 8:30,29.51,51.04,18.34,4,west
180,9/17/21 8:45,29.77,50.81,18.51,4,west
181,9/17/21 9:00,22.69,65.49,15.91,4,west
182,9/17/21 9:15,25.05,59.31,16.58,4,west
183,9/17/21 9:30,24.49,60.7,16.42,4,west
184,9/17/21 9:45,28.57,53.25,18.15,4,west
185,9/17/21 10:00,27.88,55.7,18.23,4,west
186,9/17/21 10:15,27.75,55.95,18.18,4,west
187,9/17/21 10:30,27.5,52.08,16.81,4,west
188,9/17/21 10:45,29.38,50.59,18.08,4,west
189,9/17/21 11:00,29.9,46.75,17.3,4,west
190,9/17/21 11:15,30.59,45.46,17.48,4,west
191,9/17/21 11:30,31.14,44.46,17.63,4,west
192,9/17/21 11:45,31.61,43.75,17.8,4,west
193,9/17/21 12:00,30.03,52.97,19.41,4,west
194,9/17/21 12:15,28.74,55.07,18.85,4,west
195,9/17/21 12:30,29.08,53.88,18.81,4,west
196,9/17/21 12:45,29.26,55.42,19.43,4,west
197,9/17/21 13:00,28.65,55.29,18.83,4,west
198,9/17/21 13:15,28.48,56.08,18.9,4,west
199,9/17/21 13:30,29.64,52.37,18.87,4,west
200,9/17/21 13:45,30.59,51.26,19.4,4,west
201,9/17/21 14:00,31.49,49.51,19.67,4,west
202,9/17/21 14:15,31.7,48.55,19.55,4,west
203,9/17/21 14:30,32.17,48.33,19.9,4,west
204,9/17/21 14:45,33.07,45.56,19.77,4,west
205,9/17/21 15:00,31.7,50.05,20.04,4,west
206,9/17/21 15:15,31.96,49.54,20.11,4,west
207,9/17/21 15:30,31.31,50.85,19.94,4,west
208,9/17/21 15:45,30.71,50.43,19.26,4,west
209,9/17/21 16:00,32.04,47.46,19.49,4,west
210,9/17/21 16:15,31.79,48.81,19.71,4,west
211,9/17/21 16:30,30.97,49.48,19.18,4,west
212,9/17/21 16:45,32.39,47.52,19.83,4,west
213,9/17/21 17:00,31.27,50.5,19.79,4,west
214,9/17/21 17:15,30.46,50.97,19.19,4,west
215,9/17/21 17:30,28.61,55.07,18.73,4,west
216,9/17/21 17:45,27.67,56.2,18.17,4,west
217,9/17/21 18:00,26.94,57.35,17.82,4,west
218,9/17/21 18:15,26.21,59.25,17.65,4,west
219,9/17/21 18:30,25.44,61.59,17.54,4,west
220,9/17/21 18:45,24.88,63.21,17.43,4,west
221,9/17/21 19:00,24.41,64.58,17.32,4,west
222,9/17/21 19:15,27.5,53.88,17.35,4,west
223,9/17/21 19:30,29.51,48.45,17.52,4,west
224,9/17/21 19:45,30.28,46.21,17.47,4,west
225,9/17/21 20:00,30.41,47.08,17.88,4,west
226,9/17/21 20:15,30.28,48.04,18.08,4,west
227,9/17/21 20:30,29.94,47.81,17.7,4,west
228,9/17/21 20:45,29.81,47.97,17.63,4,west
229,9/17/21 21:00,29.77,47.2,17.34,4,west
230,9/17/21 21:15,29.81,46.95,17.29,4,west
231,9/17/21 21:30,29.77,47.01,17.27,4,west
232,9/17/21 21:45,29.73,46.91,17.2,4,west
233,9/17/21 22:00,29.68,46.98,17.18,4,west
234,9/17/21 22:15,29.51,47.49,17.2,4,west
235,9/17/21 22:30,29.38,48.77,17.5,4,west
236,9/17/21 22:45,29.21,49.73,17.65,4,west
237,9/17/21 23:00,29.08,50.02,17.63,4,west
238,9/17/21 23:15,28.91,50.78,17.71,4,west
239,9/17/21 23:30,28.87,51.77,17.98,4,west
240,9/17/21 23:45,28.74,52.02,17.94,4,west
241,9/18/21 0:00,28.65,52.49,18,4,west
242,9/18/21 0:15,28.57,53.25,18.15,4,west
243,9/18/21 0:30,28.53,53.25,18.11,4,west
244,9/18/21 0:45,28.44,53.25,18.03,4,west
245,9/18/21 1:00,28.44,53.28,18.04,4,west
246,9/18/21 1:15,28.35,53.47,18.02,4,west
247,9/18/21 1:30,28.91,52.53,18.25,4,west
248,9/18/21 1:45,29.64,51.07,18.47,4,west
249,9/18/21 2:00,29.68,51.07,18.51,4,west
250,9/18/21 2:15,29.68,51.07,18.51,4,west
251,9/18/21 2:30,29.64,51.61,18.64,4,west
252,9/18/21 2:45,29.6,51.86,18.68,4,west
253,9/18/21 3:00,29.51,51.89,18.61,4,west
254,9/18/21 3:15,29.56,52.11,18.72,4,west
255,9/18/21 3:30,29.47,52.11,18.64,4,west
256,9/18/21 3:45,29.43,52.4,18.68,4,west
257,9/18/21 4:00,29.56,52.15,18.73,4,west
258,9/18/21 4:15,29.6,52.11,18.76,4,west
259,9/18/21 4:30,29.56,52.37,18.79,4,west
260,9/18/21 4:45,29.64,52.9,19.04,4,west
261,9/18/21 5:00,29.64,52.9,19.04,4,west
262,9/18/21 5:15,29.51,53.13,18.98,4,west
263,9/18/21 5:30,29.6,53.16,19.07,4,west
264,9/18/21 5:45,29.68,52.94,19.09,4,west
265,9/18/21 6:00,29.68,52.9,19.08,4,west
266,9/18/21 6:15,29.77,53.16,19.23,4,west
267,9/18/21 6:30,29.81,52.9,19.2,4,west
268,9/18/21 6:45,29.77,53.19,19.24,4,west
269,9/18/21 7:00,29.81,53.22,19.29,4,west
270,9/18/21 7:15,29.81,53.44,19.36,4,west
271,9/18/21 7:30,29.77,53.41,19.31,4,west
272,9/18/21 7:45,29.81,53.69,19.43,4,west
273,9/18/21 8:00,29.81,53.94,19.51,4,west
274,9/18/21 8:15,29.98,53.47,19.53,4,west
275,9/18/21 8:30,29.64,54.45,19.5,4,west
276,9/18/21 8:45,29.73,54.7,19.65,4,west
277,9/18/21 9:00,24.71,66.09,17.97,4,west
278,9/18/21 9:15,24.84,65.88,18.04,4,west
279,9/18/21 9:30,25.69,62.84,18.1,4,west
280,9/18/21 9:45,29.13,55.64,19.37,4,west
281,9/18/21 10:00,28.01,59.25,19.34,4,west
282,9/18/21 10:15,26.98,61.83,19.06,4,west
283,9/18/21 10:30,25.01,67.24,18.53,4,west
284,9/18/21 10:45,25.27,65.94,18.47,4,west
285,9/18/21 11:00,25.91,65.09,18.87,4,west
286,9/18/21 11:15,26.3,63.94,18.95,4,west
287,9/18/21 11:30,26.98,63.54,19.5,4,west
288,9/18/21 11:45,26.98,62.81,19.31,4,west
289,9/18/21 12:00,27.32,60.88,19.13,4,west
290,9/18/21 12:15,27.88,60.97,19.68,4,west
291,9/18/21 12:30,28.61,59.34,19.93,4,west
292,9/18/21 12:45,28.53,58.84,19.71,4,west
293,9/18/21 13:00,28.44,59.59,19.83,4,west
294,9/18/21 13:15,28.4,58.78,19.58,4,west
295,9/18/21 13:30,29.43,57.94,20.31,4,west
296,9/18/21 13:45,30.76,54.32,20.5,4,west
297,9/18/21 14:00,31.83,51.64,20.66,4,west
298,9/18/21 14:15,32.26,50.43,20.67,4,west
299,9/18/21 14:30,31.66,50.88,20.26,4,west
300,9/18/21 14:45,32.09,50.69,20.6,4,west
301,9/18/21 15:00,31.1,52.84,20.36,4,west
302,9/18/21 15:15,32,51.13,20.66,4,west
303,9/18/21 15:30,31.1,52.59,20.29,4,west
304,9/18/21 15:45,30.16,55.29,20.23,4,west
305,9/18/21 16:00,29.6,56.7,20.11,4,west
306,9/18/21 16:15,29.81,55.73,20.04,4,west
307,9/18/21 16:30,29.68,55.2,19.76,4,west
308,9/18/21 16:45,31.31,52.87,20.57,4,west
309,9/18/21 17:00,29.81,56.98,20.39,4,west
310,9/18/21 17:15,30.16,55.54,20.3,4,west
311,9/18/21 17:30,28.78,58.87,19.96,4,west
312,9/18/21 17:45,28.14,60.02,19.67,4,west
313,9/18/21 18:00,27.15,61.62,19.17,4,west
314,9/18/21 18:15,26.38,64.18,19.09,4,west
315,9/18/21 18:30,25.74,65.06,18.7,4,west
316,9/18/21 18:45,25.01,66.39,18.33,4,west
317,9/18/21 19:00,24.66,64.64,17.58,4,west
318,9/18/21 19:15,27.84,55.7,18.19,4,west
319,9/18/21 19:30,29.43,52.65,18.76,4,west
320,9/18/21 19:45,29.94,51.39,18.85,4,west
321,9/18/21 20:00,29.98,50.91,18.74,4,west
322,9/18/21 20:15,29.81,50.31,18.39,4,west
323,9/18/21 20:30,29.64,50.62,18.33,4,west
324,9/18/21 20:45,29.6,50.34,18.2,4,west
325,9/18/21 21:00,29.56,51.35,18.48,4,west
326,9/18/21 21:15,29.51,50.85,18.28,4,west
327,9/18/21 21:30,29.43,50.59,18.12,4,west
328,9/18/21 21:45,29.34,50.31,17.96,4,west
329,9/18/21 22:00,29.21,51.8,18.3,4,west
330,9/18/21 22:15,29.04,51.54,18.07,4,west
331,9/18/21 22:30,28.95,52.02,18.13,4,west
332,9/18/21 22:45,28.78,52.27,18.05,4,west
333,9/18/21 23:00,28.65,52.27,17.93,4,west
334,9/18/21 23:15,28.53,51.99,17.73,4,west
335,9/18/21 23:30,28.4,52.72,17.83,4,west
336,9/18/21 23:45,28.27,52.72,17.71,4,west
337,9/19/21 0:00,28.23,52.97,17.75,4,west
338,9/19/21 0:15,28.7,52.02,17.9,4,west
339,9/19/21 0:30,28.4,52.49,17.76,4,west
340,9/19/21 0:45,28.18,52.46,17.56,4,west
341,9/19/21 1:00,29.04,50.97,17.89,4,west
342,9/19/21 1:15,29.47,49.83,17.92,4,west
343,9/19/21 1:30,29.47,50.02,17.98,4,west
344,9/19/21 1:45,29.43,50.34,18.04,4,west
345,9/19/21 2:00,29.43,50.53,18.1,4,west
346,9/19/21 2:15,29.38,50.59,18.08,4,west
347,9/19/21 2:30,29.43,50.59,18.12,4,west
348,9/19/21 2:45,29.56,50.53,18.22,4,west
349,9/19/21 3:00,29.64,50.37,18.25,4,west
350,9/19/21 3:15,29.64,50.08,18.16,4,west
351,9/19/21 3:30,29.64,50.02,18.14,4,west
352,9/19/21 3:45,29.64,50.02,18.14,4,west
353,9/19/21 4:00,29.77,49.8,18.19,4,west
354,9/19/21 4:15,29.81,49.6,18.16,4,west
355,9/19/21 4:30,29.77,49.6,18.12,4,west
356,9/19/21 4:45,29.81,49.29,18.06,4,west
357,9/19/21 5:00,29.86,49.29,18.1,4,west
358,9/19/21 5:15,29.77,49.6,18.12,4,west
359,9/19/21 5:30,29.68,49.57,18.04,4,west
360,9/19/21 5:45,29.73,49.54,18.07,4,west
361,9/19/21 6:00,29.73,49.32,17.99,4,west
362,9/19/21 6:15,29.81,49.29,18.06,4,west
363,9/19/21 6:30,29.9,49.29,18.14,4,west
364,9/19/21 6:45,29.86,49.29,18.1,4,west
365,9/19/21 7:00,29.86,49.35,18.12,4,west
366,9/19/21 7:15,29.86,49.35,18.12,4,west
367,9/19/21 7:30,29.86,49.6,18.2,4,west
368,9/19/21 7:45,29.86,49.6,18.2,4,west
369,9/19/21 8:00,29.98,49.57,18.31,4,west
370,9/19/21 8:15,30.2,49.06,18.34,4,west
371,9/19/21 8:30,29.86,49.86,18.29,4,west
372,9/19/21 8:45,29.73,49.86,18.17,4,west
373,9/19/21 9:00,24.41,62.63,16.84,4,west
374,9/19/21 9:15,26.81,57.57,17.76,4,west
375,9/19/21 9:30,29.08,52.3,18.34,4,west
376,9/19/21 9:45,29,52.56,18.34,4,west
377,9/19/21 10:00,27.71,56.2,18.21,4,west
378,9/19/21 10:15,25.31,63.02,17.79,4,west
379,9/19/21 10:30,25.74,62.6,18.08,4,west
380,9/19/21 10:45,25.57,63.33,18.11,4,west
381,9/19/21 11:00,26.12,62.69,18.47,4,west
382,9/19/21 11:15,26.72,61.8,18.81,4,west
383,9/19/21 11:30,27.5,60.17,19.11,4,west
384,9/19/21 11:45,27.93,59.99,19.46,4,west
385,9/19/21 12:00,28.87,57.39,19.63,4,west
386,9/19/21 12:15,29.56,54.95,19.57,4,west
387,9/19/21 12:30,30.84,51.77,19.79,4,west
388,9/19/21 12:45,31.31,51.04,20,4,west
389,9/19/21 13:00,31.06,49.76,19.36,4,west
390,9/19/21 13:15,30.84,49.99,19.23,4,west
391,9/19/21 13:30,31.79,48.49,19.6,4,west
392,9/19/21 13:45,32.34,46.79,19.54,4,west
393,9/19/21 14:00,33.42,45.27,19.98,4,west
394,9/19/21 14:15,33.93,42.67,19.49,4,west
395,9/19/21 14:30,33.72,42.9,19.38,4,west
396,9/19/21 14:45,34.36,42.67,19.87,4,west
397,9/19/21 15:00,33.59,43.16,19.36,4,west
398,9/19/21 15:15,34.36,41.73,19.51,4,west
399,9/19/21 15:30,33.97,40.88,18.83,4,west
400,9/19/21 15:45,32.69,40.98,17.72,4,west
401,9/19/21 16:00,33.12,40.68,17.99,4,west
402,9/19/21 16:15,32.77,41.27,17.91,4,west
403,9/19/21 16:30,32.47,41.43,17.71,4,west
404,9/19/21 16:45,34.36,39.24,18.52,4,west
405,9/19/21 17:00,32.56,41.14,17.67,4,west
406,9/19/21 17:15,32.47,41.4,17.69,4,west
407,9/19/21 17:30,30.76,43.91,17.09,4,west
408,9/19/21 17:45,30.11,45.46,17.05,4,west
409,9/19/21 18:00,28.27,47.85,16.18,4,west
410,9/19/21 18:15,27.07,50.46,15.92,4,west
411,9/19/21 18:30,26.38,53.47,16.19,4,west
412,9/19/21 18:45,25.61,54.6,15.8,4,west
413,9/19/21 19:00,26.12,52.94,15.8,4,west
414,9/19/21 19:15,28.65,47.65,16.47,4,west
415,9/19/21 19:30,29.81,44.07,16.29,4,west
416,9/19/21 19:45,30.2,42.32,16,4,west
417,9/19/21 20:00,30.2,41.43,15.67,4,west
418,9/19/21 20:15,29.94,40.88,15.23,4,west
419,9/19/21 20:30,29.77,42.45,15.66,4,west
420,9/19/21 20:45,29.64,43.06,15.77,4,west
421,9/19/21 21:00,29.56,43.23,15.76,4,west
422,9/19/21 21:15,29.47,43.75,15.87,4,west
423,9/19/21 21:30,29.38,43.75,15.79,4,west
424,9/19/21 21:45,29.21,44.27,15.82,4,west
425,9/19/21 22:00,29.08,44.82,15.9,4,west
426,9/19/21 22:15,28.87,45.59,15.97,4,west
427,9/19/21 22:30,28.83,46.11,16.11,4,west
428,9/19/21 22:45,28.7,46.27,16.05,4,west
429,9/19/21 23:00,28.57,47.3,16.27,4,west
430,9/19/21 23:15,28.48,47.3,16.2,4,west
431,9/19/21 23:30,28.35,47.88,16.27,4,west
432,9/19/21 23:45,28.27,48.55,16.41,4,west
433,9/20/21 0:00,28.83,47.4,16.54,4,west
434,9/20/21 0:15,28.61,48.42,16.68,4,west
435,9/20/21 0:30,28.35,48.58,16.5,4,west
436,9/20/21 0:45,28.61,48.61,16.75,4,west
437,9/20/21 1:00,28.78,48.36,16.82,4,west
438,9/20/21 1:15,28.4,48.84,16.62,4,west
439,9/20/21 1:30,28.18,49.92,16.77,4,west
440,9/20/21 1:45,29.21,47.65,16.98,4,west
441,9/20/21 2:00,29.43,47.2,17.02,4,west
442,9/20/21 2:15,29.43,47.49,17.12,4,west
443,9/20/21 2:30,29.51,47.69,17.26,4,west
444,9/20/21 2:45,29.43,48.01,17.29,4,west
445,9/20/21 3:00,29.3,47.91,17.14,4,west
446,9/20/21 3:15,29.51,47.94,17.35,4,west
447,9/20/21 3:30,29.6,47.75,17.36,4,west
448,9/20/21 3:45,29.6,47.43,17.26,4,west
449,9/20/21 4:00,29.64,47.43,17.29,4,west
450,9/20/21 4:15,29.6,47.69,17.34,4,west
451,9/20/21 4:30,29.56,47.75,17.32,4,west
452,9/20/21 4:45,29.51,48.2,17.43,4,west
453,9/20/21 5:00,29.51,48.45,17.52,4,west
454,9/20/21 5:15,29.47,48.45,17.48,4,west
455,9/20/21 5:30,29.6,48.55,17.63,4,west
456,9/20/21 5:45,29.73,48.55,17.74,4,west
457,9/20/21 6:00,29.73,48.49,17.72,4,west
458,9/20/21 6:15,29.81,48.55,17.82,4,west
459,9/20/21 6:30,29.81,48.77,17.9,4,west
460,9/20/21 6:45,29.77,48.81,17.87,4,west
461,9/20/21 7:00,29.73,49,17.89,4,west
462,9/20/21 7:15,29.73,49.25,17.97,4,west
463,9/20/21 7:30,29.77,49.29,18.02,4,west
464,9/20/21 7:45,29.77,49.6,18.12,4,west
465,9/20/21 8:00,29.9,49.54,18.22,4,west
466,9/20/21 8:15,29.98,49.64,18.33,4,west
467,9/20/21 8:30,29.6,50.62,18.29,4,west
468,9/20/21 8:45,29.81,50.56,18.47,4,west
469,9/20/21 9:00,24.24,61.62,16.42,4,west
470,9/20/21 9:15,27.24,53.35,16.95,4,west
471,9/20/21 9:30,30.71,47.56,18.31,4,west
472,9/20/21 9:45,29.9,49.35,18.16,4,west
473,9/20/21 10:00,29.34,51.32,18.27,4,west
474,9/20/21 10:15,27.41,55.64,17.77,4,west
475,9/20/21 10:30,26.6,57.51,17.54,4,west
476,9/20/21 10:45,26.47,58.26,17.62,4,west
477,9/20/21 11:00,27.45,56.89,18.17,4,west
478,9/20/21 11:15,28.23,55.01,18.35,4,west
479,9/20/21 11:30,28.87,53.82,18.6,4,west
480,9/20/21 11:45,29.26,54.13,19.05,4,west
481,9/20/21 12:00,29.9,50.05,18.39,4,west
482,9/20/21 12:15,30.93,47.91,18.63,4,west
483,9/20/21 12:30,32.09,45.43,18.83,4,west
484,9/20/21 12:45,32.52,43.1,18.37,4,west
485,9/20/21 13:00,32.56,42.54,18.2,4,west
486,9/20/21 13:15,32.82,41.47,18.03,4,west
487,9/20/21 13:30,33.85,39.96,18.35,4,west
488,9/20/21 13:45,35.09,38.18,18.73,4,west
489,9/20/21 14:00,36.16,36.69,19.04,4,west
490,9/20/21 14:15,36.12,36.72,19.02,4,west
491,9/20/21 14:30,35.56,36.69,18.51,4,west
492,9/20/21 14:45,35.73,36.96,18.78,4,west
493,9/20/21 15:00,34.66,37.95,18.25,4,west
494,9/20/21 15:15,35.99,36.09,18.62,4,west
495,9/20/21 15:30,35.39,36.86,18.43,4,west
496,9/20/21 15:45,34.57,36.76,17.67,4,west
497,9/20/21 16:00,35.35,34.93,17.54,4,west
498,9/20/21 16:15,34.7,35.76,17.35,4,west
