obs,date,temp,rel.humidity,dew.point,block,side
500,9/21/21 16:45,21.8,58.65,13.36,1,east
501,9/21/21 17:00,22.62,55.72,13.34,1,east
502,9/21/21 17:15,24.17,50.64,13.31,1,east
503,9/21/21 17:30,24.12,51.28,13.45,1,east
504,9/21/21 17:45,24.46,50.79,13.62,1,east
505,9/21/21 18:00,25.4,45.34,12.74,1,east
506,9/21/21 18:15,27.01,44.23,13.82,1,east
507,9/21/21 18:30,28.33,36.65,12.12,1,east
508,9/21/21 18:45,29.21,36.75,12.94,1,east
509,9/21/21 19:00,29.23,40.74,14.54,1,east
510,9/21/21 19:15,28.76,37.18,12.72,1,east
511,9/21/21 19:30,28.15,36.38,11.85,1,east
512,9/21/21 19:45,27.54,37.1,11.61,1,east
513,9/21/21 20:00,27,38.92,11.85,1,east
514,9/21/21 20:15,28.86,35.49,12.09,1,east
515,9/21/21 20:30,29.03,36.33,12.6,1,east
516,9/21/21 20:45,29,37.21,12.94,1,east
517,9/21/21 21:00,29.26,37.46,13.27,1,east
518,9/21/21 21:15,29.3,37.7,13.4,1,east
519,9/21/21 21:30,29.36,38.09,13.62,1,east
520,9/21/21 21:45,29.37,38.42,13.76,1,east
521,9/21/21 22:00,29.41,38.14,13.68,1,east
522,9/21/21 22:15,29.41,38.03,13.64,1,east
523,9/21/21 22:30,29.28,38.39,13.67,1,east
524,9/21/21 22:45,29.19,38.35,13.57,1,east
525,9/21/21 23:00,29.27,38.12,13.55,1,east
526,9/21/21 23:15,29.22,38.01,13.47,1,east
527,9/21/21 23:30,29.14,37.81,13.31,1,east
528,9/21/21 23:45,29.06,38.14,13.38,1,east
529,9/22/21 0:00,29.09,37.76,13.25,1,east
530,9/22/21 0:15,29.01,37.82,13.2,1,east
531,9/22/21 0:30,28.98,37.68,13.11,1,east
532,9/22/21 0:45,28.97,37.45,13.01,1,east
533,9/22/21 1:00,28.9,37.39,12.93,1,east
534,9/22/21 1:15,28.98,36.92,12.8,1,east
535,9/22/21 1:30,29.04,36.7,12.77,1,east
536,9/22/21 1:45,29.07,36.69,12.79,1,east
537,9/22/21 2:00,29.07,36.6,12.75,1,east
538,9/22/21 2:15,29.03,36.48,12.67,1,east
539,9/22/21 2:30,29.04,36.38,12.63,1,east
540,9/22/21 2:45,28.97,36.75,12.72,1,east
541,9/22/21 3:00,28.97,36.66,12.68,1,east
542,9/22/21 3:15,29.05,36.28,12.6,1,east
543,9/22/21 3:30,29.17,36.15,12.65,1,east
544,9/22/21 3:45,29.19,36.36,12.76,1,east
545,9/22/21 4:00,29.19,36.45,12.79,1,east
546,9/22/21 4:15,29.18,36.14,12.65,1,east
547,9/22/21 4:30,29.09,36.52,12.74,1,east
548,9/22/21 4:45,29,36.63,12.7,1,east
549,9/22/21 5:00,29.04,36.58,12.72,1,east
550,9/22/21 5:15,29.01,36.62,12.7,1,east
551,9/22/21 5:30,29.01,36.54,12.67,1,east
552,9/22/21 5:45,28.98,36.5,12.63,1,east
553,9/22/21 6:00,29.03,36.32,12.6,1,east
554,9/22/21 6:15,29.13,35.82,12.47,1,east
555,9/22/21 6:30,29.18,35.83,12.52,1,east
556,9/22/21 6:45,29.12,35.71,12.42,1,east
557,9/22/21 7:00,29.11,36.06,12.55,1,east
558,9/22/21 7:15,29.11,35.98,12.52,1,east
559,9/22/21 7:30,29.08,36.15,12.57,1,east
560,9/22/21 7:45,29.17,35.99,12.58,1,east
561,9/22/21 8:00,29.39,36.04,12.8,1,east
562,9/22/21 8:15,29.42,36.14,12.86,1,east
563,9/22/21 8:30,28.67,37.1,12.6,1,east
564,9/22/21 8:45,29.01,37.02,12.87,1,east
565,9/22/21 9:00,23.45,43.64,10.4,1,east
566,9/22/21 9:15,25.27,43.64,12.03,1,east
567,9/22/21 9:30,24.29,42.67,10.81,1,east
568,9/22/21 9:45,26.69,40.97,12.36,1,east
569,9/22/21 10:00,27.71,36.75,11.61,1,east
570,9/22/21 10:15,25.78,38.23,10.5,1,east
571,9/22/21 10:30,22.21,44.44,9.54,1,east
572,9/22/21 10:45,22.83,47.53,11.12,1,east
573,9/22/21 11:00,22.99,44.61,10.31,1,east
574,9/22/21 11:15,25.6,41.67,11.63,1,east
575,9/22/21 11:30,23.72,44.35,10.88,1,east
576,9/22/21 11:45,22.54,48.98,11.3,1,east
577,9/22/21 12:00,22.96,47.38,11.19,1,east
578,9/22/21 12:15,24.14,46.23,11.89,1,east
579,9/22/21 12:30,23.27,47.54,11.52,1,east
580,9/22/21 12:45,23.25,47.67,11.54,1,east
581,9/22/21 13:00,22.12,51.03,11.54,1,east
582,9/22/21 13:15,22.61,50.7,11.88,1,east
583,9/22/21 13:30,23.79,47.75,12.06,1,east
584,9/22/21 13:45,24.13,47.27,12.22,1,east
585,9/22/21 14:00,23.69,48.79,12.3,1,east
586,9/22/21 14:15,23.05,50.7,12.29,1,east
587,9/22/21 14:30,22.49,52.12,12.2,1,east
588,9/22/21 14:45,22.37,53.2,12.4,1,east
589,9/22/21 15:00,21.97,54.55,12.41,1,east
590,9/22/21 15:15,21.21,56.81,12.32,1,east
591,9/22/21 15:30,22.04,54.78,12.54,1,east
592,9/22/21 15:45,23.22,52.08,12.86,1,east
593,9/22/21 16:00,23.28,51.24,12.67,1,east
594,9/22/21 16:15,23.41,51.62,12.9,1,east
595,9/22/21 16:30,22.5,53.3,12.55,1,east
596,9/22/21 16:45,27.65,41.24,13.31,1,east
597,9/22/21 17:00,33.44,31.73,14.37,1,east
598,9/22/21 17:15,33.61,27.4,12.27,1,east
599,9/22/21 17:30,27.75,41.53,13.52,1,east
600,9/22/21 17:45,26.17,44.5,13.15,1,east
601,9/22/21 18:00,25.69,42.2,11.91,1,east
602,9/22/21 18:15,26.33,41.26,12.14,1,east
603,9/22/21 18:30,28.31,42.03,14.2,1,east
604,9/22/21 18:45,29.42,38.66,13.9,1,east
605,9/22/21 19:00,29.51,36.95,13.29,1,east
606,9/22/21 19:15,29.17,36.71,12.88,1,east
607,9/22/21 19:30,28.55,39.24,13.35,1,east
608,9/22/21 19:45,27.88,40.56,13.27,1,east
609,9/22/21 20:00,27.35,41.81,13.25,1,east
610,9/22/21 20:15,28.57,40.16,13.73,1,east
611,9/22/21 20:30,29.16,38.96,13.79,1,east
612,9/22/21 20:45,28.97,39.38,13.78,1,east
613,9/22/21 21:00,28.97,39.5,13.83,1,east
614,9/22/21 21:15,29.04,39.33,13.83,1,east
615,9/22/21 21:30,29.13,39.04,13.79,1,east
616,9/22/21 21:45,29.22,38.75,13.76,1,east
617,9/22/21 22:00,29.2,38.67,13.71,1,east
618,9/22/21 22:15,29.14,38.27,13.49,1,east
619,9/22/21 22:30,29.08,37.99,13.33,1,east
620,9/22/21 22:45,29.09,37.53,13.16,1,east
621,9/22/21 23:00,29.06,37.38,13.07,1,east
622,9/22/21 23:15,29.03,37.14,12.94,1,east
623,9/22/21 23:30,29.04,37.2,12.97,1,east
624,9/22/21 23:45,28.97,37.2,12.91,1,east
625,9/23/21 0:00,28.93,37.19,12.88,1,east
626,9/23/21 0:15,28.85,37.02,12.73,1,east
627,9/23/21 0:30,28.92,36.85,12.73,1,east
628,9/23/21 0:45,28.91,36.73,12.67,1,east
629,9/23/21 1:00,28.84,36.98,12.7,1,east
630,9/23/21 1:15,28.88,36.8,12.66,1,east
631,9/23/21 1:30,29.01,36.97,12.85,1,east
632,9/23/21 1:45,29,36.98,12.84,1,east
633,9/23/21 2:00,28.99,36.83,12.77,1,east
634,9/23/21 2:15,29.02,37.12,12.92,1,east
635,9/23/21 2:30,29.04,36.52,12.69,1,east
636,9/23/21 2:45,29.03,36.08,12.5,1,east
637,9/23/21 3:00,29.08,35.79,12.42,1,east
638,9/23/21 3:15,29.16,35.59,12.4,1,east
639,9/23/21 3:30,29.26,35.04,12.25,1,east
640,9/23/21 3:45,29.21,35.16,12.26,1,east
641,9/23/21 4:00,29.21,34.83,12.12,1,east
642,9/23/21 4:15,29.08,34.8,11.99,1,east
643,9/23/21 4:30,28.99,34.79,11.9,1,east
644,9/23/21 4:45,29.11,34.52,11.89,1,east
645,9/23/21 5:00,29.24,34.3,11.91,1,east
646,9/23/21 5:15,29.17,34.25,11.83,1,east
647,9/23/21 5:30,29.21,34.32,11.9,1,east
648,9/23/21 5:45,29.31,34.52,12.07,1,east
649,9/23/21 6:00,29.26,34.42,11.98,1,east
650,9/23/21 6:15,29.15,34.4,11.88,1,east
651,9/23/21 6:30,29.11,34.33,11.81,1,east
652,9/23/21 6:45,29.11,34.01,11.66,1,east
653,9/23/21 7:00,29.22,33.9,11.72,1,east
654,9/23/21 7:15,29.24,34.05,11.8,1,east
655,9/23/21 7:30,29.28,33.71,11.68,1,east
656,9/23/21 7:45,29.23,34.02,11.78,1,east
657,9/23/21 8:00,29.32,34.25,11.96,1,east
658,9/23/21 8:15,29.36,34.34,12.03,1,east
659,9/23/21 8:30,28.75,35.12,11.84,1,east
660,9/23/21 8:45,29.04,35.12,12.09,1,east
661,9/23/21 9:00,26.09,37.47,10.47,1,east
662,9/23/21 9:15,23.98,41.72,10.2,1,east
663,9/23/21 9:30,25.95,41.58,11.92,1,east
664,9/23/21 9:45,27.69,39.22,12.58,1,east
665,9/23/21 10:00,26.82,35.85,10.45,1,east
666,9/23/21 10:15,26.24,36.57,10.24,1,east
667,9/23/21 10:30,23.8,43.35,10.61,1,east
668,9/23/21 10:45,23.92,41.8,10.18,1,east
669,9/23/21 11:00,24.75,42.46,11.15,1,east
670,9/23/21 11:15,25.47,37.9,10.09,1,east
671,9/23/21 11:30,24.15,41.82,10.39,1,east
672,9/23/21 11:45,23.82,39.86,9.37,1,east
673,9/23/21 12:00,22.81,44.71,10.18,1,east
674,9/23/21 12:15,22.39,47.29,10.64,1,east
675,9/23/21 12:30,23.23,47.25,11.39,1,east
676,9/23/21 12:45,22.8,47.94,11.22,1,east
677,9/23/21 13:00,22.71,48.84,11.42,1,east
678,9/23/21 13:15,23.16,48.56,11.74,1,east
679,9/23/21 13:30,23.56,47.1,11.64,1,east
680,9/23/21 13:45,24.09,45.63,11.64,1,east
681,9/23/21 14:00,23.52,48.14,11.93,1,east
682,9/23/21 14:15,22.88,49.78,11.86,1,east
683,9/23/21 14:30,22.79,52.33,12.53,1,east
684,9/23/21 14:45,22.09,54.62,12.54,1,east
685,9/23/21 15:00,22.13,54.89,12.66,1,east
686,9/23/21 15:15,22.24,54.45,12.63,1,east
687,9/23/21 15:30,22.76,54.08,13.01,1,east
688,9/23/21 15:45,24.38,48.95,12.97,1,east
689,9/23/21 16:00,24.58,48.79,13.11,1,east
690,9/23/21 16:15,25.21,46.88,13.08,1,east
691,9/23/21 16:30,24.04,51.54,13.46,1,east
692,9/23/21 16:45,23.83,50.36,12.91,1,east
693,9/23/21 17:00,24.08,50.84,13.28,1,east
694,9/23/21 17:15,22.23,53.79,12.44,1,east
695,9/23/21 17:30,22.62,49.38,11.5,1,east
696,9/23/21 17:45,24.19,49.38,12.94,1,east
697,9/23/21 18:00,23.22,51.61,12.72,1,east
698,9/23/21 18:15,24.33,47.85,12.59,1,east
699,9/23/21 18:30,26.32,44.94,13.43,1,east
700,9/23/21 18:45,28.21,42.02,14.11,1,east
701,9/23/21 19:00,29.03,41.12,14.51,1,east
702,9/23/21 19:15,28.93,38.34,13.34,1,east
703,9/23/21 19:30,28.54,36.34,12.17,1,east
704,9/23/21 19:45,28.09,36.78,11.95,1,east
705,9/23/21 20:00,27.66,36.59,11.5,1,east
706,9/23/21 20:15,27.3,36.35,11.09,1,east
707,9/23/21 20:30,28.15,36.74,12,1,east
708,9/23/21 20:45,27.71,35.73,11.19,1,east
709,9/23/21 21:00,27.22,36.97,11.26,1,east
710,9/23/21 21:15,27.78,37.39,11.93,1,east
711,9/23/21 21:30,27.23,36.91,11.25,1,east
712,9/23/21 21:45,27.86,37.57,12.08,1,east
713,9/23/21 22:00,27.23,37.26,11.39,1,east
714,9/23/21 22:15,28.65,35.21,11.79,1,east
715,9/23/21 22:30,29.21,34.24,11.86,1,east
716,9/23/21 22:45,29.42,33.86,11.87,1,east
717,9/23/21 23:00,29.49,33.56,11.8,1,east
718,9/23/21 23:15,29.56,33.34,11.76,1,east
719,9/23/21 23:30,29.64,33.7,11.99,1,east
720,9/23/21 23:45,29.73,33.69,12.06,1,east
721,9/24/21 0:00,29.67,33.65,12,1,east
722,9/24/21 0:15,29.57,33.54,11.86,1,east
723,9/24/21 0:30,29.49,33.46,11.75,1,east
724,9/24/21 0:45,29.38,34.02,11.91,1,east
725,9/24/21 1:00,29.46,34.04,11.99,1,east
726,9/24/21 1:15,29.5,34.32,12.15,1,east
727,9/24/21 1:30,29.42,34.6,12.2,1,east
728,9/24/21 1:45,29.36,35.15,12.39,1,east
729,9/24/21 2:00,29.32,35.33,12.43,1,east
730,9/24/21 2:15,29.27,35.43,12.43,1,east
731,9/24/21 2:30,29.28,35.62,12.52,1,east
732,9/24/21 2:45,29.23,35.82,12.56,1,east
733,9/24/21 3:00,29.18,35.84,12.53,1,east
734,9/24/21 3:15,29.14,36.13,12.61,1,east
735,9/24/21 3:30,29.12,36.55,12.77,1,east
736,9/24/21 3:45,29.09,36.55,12.75,1,east
737,9/24/21 4:00,29.14,36.67,12.84,1,east
738,9/24/21 4:15,29.21,36.58,12.87,1,east
739,9/24/21 4:30,29.28,36.38,12.84,1,east
740,9/24/21 4:45,29.23,36.2,12.73,1,east
741,9/24/21 5:00,29.23,36.34,12.78,1,east
742,9/24/21 5:15,29.16,36.33,12.72,1,east
743,9/24/21 5:30,29.12,36.41,12.71,1,east
744,9/24/21 5:45,29.01,36.48,12.65,1,east
745,9/24/21 6:00,29.04,36.48,12.68,1,east
746,9/24/21 6:15,28.99,36.46,12.62,1,east
747,9/24/21 6:30,28.94,36.32,12.52,1,east
748,9/24/21 6:45,29.02,35.99,12.45,1,east
749,9/24/21 7:00,29.19,35.99,12.6,1,east
750,9/24/21 7:15,29.22,35.99,12.63,1,east
751,9/24/21 7:30,29.23,35.82,12.57,1,east
752,9/24/21 7:45,29.36,36.18,12.83,1,east
753,9/24/21 8:00,29.5,36.16,12.95,1,east
754,9/24/21 8:15,29.42,36.53,13.03,1,east
755,9/24/21 8:30,29.41,37.2,13.3,1,east
756,9/24/21 8:45,29.47,37.12,13.32,1,east
757,9/24/21 9:00,29.2,37.82,13.37,1,east
758,9/24/21 9:15,29.27,38.7,13.78,1,east
759,9/24/21 9:30,26.23,40.64,11.82,1,east
760,9/24/21 9:45,28.63,38.07,12.97,1,east
761,9/24/21 10:00,27.58,40.14,12.84,1,east
762,9/24/21 10:15,26.69,39.16,11.67,1,east
763,9/24/21 10:30,24.68,46.31,12.4,1,east
764,9/24/21 10:45,26.24,43.87,13,1,east
765,9/24/21 11:00,25.65,45.36,12.97,1,east
766,9/24/21 11:15,24.87,48.19,13.19,1,east
767,9/24/21 11:30,21.68,56.65,12.72,1,east
768,9/24/21 11:45,20.48,62.29,13.05,1,east
769,9/24/21 12:00,21.38,60.41,13.42,1,east
770,9/24/21 12:15,22.98,56.11,13.78,1,east
771,9/24/21 12:30,23.41,54.14,13.63,1,east
772,9/24/21 12:45,24.59,52.46,14.24,1,east
773,9/24/21 13:00,24.44,52.37,14.07,1,east
774,9/24/21 13:15,24.89,50.39,13.89,1,east
775,9/24/21 13:30,24.76,51.45,14.1,1,east
776,9/24/21 13:45,25.08,49.59,13.82,1,east
777,9/24/21 14:00,25.77,49.02,14.28,1,east
778,9/24/21 14:15,25.71,49.56,14.38,1,east
779,9/24/21 14:30,25.25,49.34,13.9,1,east
780,9/24/21 14:45,24.41,51.16,13.68,1,east
781,9/24/21 15:00,23.89,53.07,13.77,1,east
782,9/24/21 15:15,23.82,54.78,14.19,1,east
783,9/24/21 15:30,23.91,54.66,14.25,1,east
784,9/24/21 15:45,25.82,48.34,14.11,1,east
785,9/24/21 16:00,25.5,49.67,14.23,1,east
786,9/24/21 16:15,25.97,48.29,14.23,1,east
787,9/24/21 16:30,25.3,48.19,13.58,1,east
788,9/24/21 16:45,24.63,50.74,13.76,1,east
789,9/24/21 17:00,24.23,51.88,13.73,1,east
790,9/24/21 17:15,22.33,56.49,13.28,1,east
791,9/24/21 17:30,21.97,57.16,13.13,1,east
792,9/24/21 17:45,21.57,58.47,13.09,1,east
793,9/24/21 18:00,21.04,54.07,11.41,1,east
794,9/24/21 18:15,23.38,53.42,13.4,1,east
795,9/24/21 18:30,25.63,47.64,13.71,1,east
796,9/24/21 18:45,28.09,45.14,15.1,1,east
797,9/24/21 19:00,29.11,38.69,13.63,1,east
798,9/24/21 19:15,29.27,36.48,12.87,1,east
799,9/24/21 19:30,29.03,35.99,12.46,1,east
800,9/24/21 19:45,28.54,36.17,12.1,1,east
801,9/24/21 20:00,28.08,37.03,12.05,1,east
802,9/24/21 20:15,27.68,37.87,12.04,1,east
803,9/24/21 20:30,27.31,38.52,11.97,1,east
804,9/24/21 20:45,28.02,37.37,12.14,1,east
805,9/24/21 21:00,27.69,38.5,12.3,1,east
806,9/24/21 21:15,27.28,40,12.52,1,east
807,9/24/21 21:30,28.11,40.29,13.37,1,east
808,9/24/21 21:45,27.54,39.79,12.67,1,east
809,9/24/21 22:00,28.29,38.24,12.73,1,east
810,9/24/21 22:15,28.92,37.14,12.84,1,east
811,9/24/21 22:30,29.11,36.75,12.84,1,east
812,9/24/21 22:45,29.44,36.43,13,1,east
813,9/24/21 23:00,29.53,36.29,13.03,1,east
814,9/24/21 23:15,29.61,35.98,12.96,1,east
815,9/24/21 23:30,29.62,36.03,13,1,east
816,9/24/21 23:45,29.51,36.13,12.94,1,east
817,9/25/21 0:00,29.54,36.17,12.99,1,east
818,9/25/21 0:15,29.5,36.07,12.91,1,east
819,9/25/21 0:30,29.45,36.35,12.98,1,east
820,9/25/21 0:45,29.37,36.46,12.96,1,east
821,9/25/21 1:00,29.41,36.8,13.13,1,east
822,9/25/21 1:15,29.43,36.92,13.2,1,east
823,9/25/21 1:30,29.42,37.06,13.25,1,east
824,9/25/21 1:45,29.38,36.92,13.16,1,east
825,9/25/21 2:00,29.29,37.34,13.25,1,east
826,9/25/21 2:15,29.23,37.77,13.38,1,east
827,9/25/21 2:30,29.17,37.74,13.31,1,east
828,9/25/21 2:45,29.08,38.24,13.43,1,east
829,9/25/21 3:00,29.05,38.13,13.36,1,east
830,9/25/21 3:15,29.11,38.22,13.44,1,east
831,9/25/21 3:30,29.14,38.16,13.45,1,east
832,9/25/21 3:45,29.03,38.27,13.4,1,east
833,9/25/21 4:00,28.89,38.55,13.38,1,east
834,9/25/21 4:15,28.93,38.31,13.33,1,east
835,9/25/21 4:30,28.98,38.25,13.34,1,east
836,9/25/21 4:45,28.89,38.27,13.28,1,east
837,9/25/21 5:00,28.93,38.79,13.52,1,east
838,9/25/21 5:15,28.97,38.37,13.38,1,east
839,9/25/21 5:30,28.98,38.53,13.46,1,east
840,9/25/21 5:45,28.98,38.6,13.48,1,east
841,9/25/21 6:00,29,38.47,13.45,1,east
842,9/25/21 6:15,29.05,38.57,13.54,1,east
843,9/25/21 6:30,29.04,38.49,13.5,1,east
844,9/25/21 6:45,29,38.31,13.38,1,east
845,9/25/21 7:00,28.94,38.19,13.29,1,east
846,9/25/21 7:15,29.02,37.86,13.22,1,east
847,9/25/21 7:30,29.05,37.71,13.19,1,east
848,9/25/21 7:45,29.16,37.97,13.39,1,east
849,9/25/21 8:00,29.19,37.96,13.42,1,east
850,9/25/21 8:15,29.27,37.57,13.32,1,east
851,9/25/21 8:30,28.98,38.61,13.49,1,east
852,9/25/21 8:45,28.98,39.08,13.67,1,east
853,9/25/21 9:00,27.29,38.07,11.77,1,east
854,9/25/21 9:15,24.91,44.7,12.08,1,east
855,9/25/21 9:30,23.87,45.26,11.32,1,east
856,9/25/21 9:45,26.78,41.06,12.47,1,east
857,9/25/21 10:00,26.51,42.29,12.68,1,east
858,9/25/21 10:15,24.84,46,12.45,1,east
859,9/25/21 10:30,20.51,58.53,12.12,1,east
860,9/25/21 10:45,21.8,54.39,12.21,1,east
861,9/25/21 11:00,22.51,55.71,13.23,1,east
862,9/25/21 11:15,23.83,52.72,13.61,1,east
863,9/25/21 11:30,22.54,56.86,13.58,1,east
864,9/25/21 11:45,20.94,62.41,13.51,1,east
865,9/25/21 12:00,21.33,62.84,13.98,1,east
866,9/25/21 12:15,22.77,59.23,14.42,1,east
867,9/25/21 12:30,23.46,56.65,14.38,1,east
868,9/25/21 12:45,24.33,54.58,14.61,1,east
869,9/25/21 13:00,25.08,52.22,14.62,1,east
870,9/25/21 13:15,25.21,51.66,14.57,1,east
871,9/25/21 13:30,25.54,51.68,14.89,1,east
872,9/25/21 13:45,25.64,50.13,14.5,1,east
873,9/25/21 14:00,26.33,47.04,14.15,1,east
874,9/25/21 14:15,25.75,49.09,14.28,1,east
875,9/25/21 14:30,25.8,49.17,14.35,1,east
876,9/25/21 14:45,25.48,49.36,14.12,1,east
877,9/25/21 15:00,24.55,51.15,13.81,1,east
878,9/25/21 15:15,24.23,52.88,14.02,1,east
879,9/25/21 15:30,25.63,47.42,13.64,1,east
880,9/25/21 15:45,26.52,47.83,14.58,1,east
881,9/25/21 16:00,26.18,48.02,14.33,1,east
882,9/25/21 16:15,24.73,51.22,14,1,east
883,9/25/21 16:30,22.92,55.58,13.58,1,east
884,9/25/21 16:45,21.96,58.53,13.48,1,east
885,9/25/21 17:00,22.01,50.03,11.13,1,east
886,9/25/21 17:15,23.58,46.78,11.56,1,east
887,9/25/21 17:30,24.86,46.02,12.47,1,east
888,9/25/21 17:45,25.47,43.59,12.2,1,east
889,9/25/21 18:00,25.02,43.08,11.62,1,east
890,9/25/21 18:15,28.44,43.06,14.69,1,east
891,9/25/21 18:30,26.98,40.85,12.57,1,east
892,9/25/21 18:45,28.29,36.74,12.12,1,east
893,9/25/21 19:00,29.05,37.01,12.9,1,east
894,9/25/21 19:15,29.13,37.97,13.36,1,east
895,9/25/21 19:30,28.85,39,13.53,1,east
896,9/25/21 19:45,28.5,40.79,13.91,1,east
897,9/25/21 20:00,28.25,40.79,13.68,1,east
898,9/25/21 20:15,27.98,39.22,12.84,1,east
899,9/25/21 20:30,27.8,40.05,13,1,east
900,9/25/21 20:45,27.65,39.89,12.8,1,east
901,9/25/21 21:00,27.54,40.2,12.83,1,east
902,9/25/21 21:15,28.47,42.21,14.41,1,east
903,9/25/21 21:30,28.1,40.39,13.4,1,east
904,9/25/21 21:45,27.71,41.33,13.4,1,east
905,9/25/21 22:00,28.46,39.13,13.23,1,east
906,9/25/21 22:15,29.16,38.28,13.52,1,east
907,9/25/21 22:30,29.28,38.56,13.73,1,east
908,9/25/21 22:45,29.2,39.43,14.01,1,east
909,9/25/21 23:00,29.21,39.85,14.18,1,east
910,9/25/21 23:15,29.29,39.89,14.27,1,east
911,9/25/21 23:30,29.63,39.64,14.47,1,east
912,9/25/21 23:45,29.73,39.89,14.66,1,east
913,9/26/21 0:00,29.75,40.08,14.75,1,east
914,9/26/21 0:15,29.68,40.7,14.93,1,east
915,9/26/21 0:30,29.74,40.65,14.96,1,east
916,9/26/21 0:45,29.68,40.84,14.99,1,east
917,9/26/21 1:00,29.61,41.12,15.02,1,east
918,9/26/21 1:15,29.54,41.25,15.01,1,east
919,9/26/21 1:30,29.36,41.58,14.98,1,east
920,9/26/21 1:45,29.28,41.74,14.96,1,east
921,9/26/21 2:00,29.32,41.76,15.01,1,east
922,9/26/21 2:15,29.27,41.78,14.96,1,east
923,9/26/21 2:30,29.21,41.87,14.95,1,east
924,9/26/21 2:45,29.21,41.97,14.99,1,east
925,9/26/21 3:00,29.24,41.97,15.02,1,east
926,9/26/21 3:15,29.19,42.07,15.01,1,east
927,9/26/21 3:30,29.15,42.2,15.01,1,east
928,9/26/21 3:45,29.15,42.18,15.01,1,east
929,9/26/21 4:00,29.11,42.14,14.95,1,east
930,9/26/21 4:15,29.07,42.02,14.88,1,east
931,9/26/21 4:30,29.04,42.11,14.88,1,east
932,9/26/21 4:45,28.99,42.3,14.91,1,east
933,9/26/21 5:00,29.01,42.15,14.87,1,east
934,9/26/21 5:15,29.04,42.16,14.9,1,east
935,9/26/21 5:30,29.06,42.1,14.9,1,east
936,9/26/21 5:45,29.04,42.25,14.94,1,east
937,9/26/21 6:00,28.99,42.18,14.86,1,east
938,9/26/21 6:15,29.03,42.33,14.96,1,east
939,9/26/21 6:30,29.04,42.3,14.95,1,east
940,9/26/21 6:45,29.08,42.4,15.03,1,east
941,9/26/21 7:00,29.06,42.27,14.96,1,east
942,9/26/21 7:15,29.08,42.14,14.93,1,east
943,9/26/21 7:30,29.06,42.52,15.05,1,east
944,9/26/21 7:45,29.08,42.72,15.15,1,east
945,9/26/21 8:00,29.15,43.08,15.34,1,east
946,9/26/21 8:15,29.3,42.79,15.37,1,east
947,9/26/21 8:30,28.98,43.58,15.36,1,east
948,9/26/21 8:45,28.92,44.38,15.6,1,east
949,9/26/21 9:00,25.39,47.84,13.56,1,east
950,9/26/21 9:15,22.39,54.5,12.79,1,east
951,9/26/21 9:30,24.95,51.68,14.34,1,east
952,9/26/21 9:45,25.84,49.19,14.4,1,east
953,9/26/21 10:00,26.18,46.78,13.92,1,east
954,9/26/21 10:15,25.03,51.5,14.36,1,east
955,9/26/21 10:30,21.51,61.61,13.85,1,east
956,9/26/21 10:45,22.61,57.33,13.76,1,east
957,9/26/21 11:00,23.43,57.59,14.61,1,east
958,9/26/21 11:15,23.45,59.16,15.05,1,east
959,9/26/21 11:30,22.88,59.83,14.68,1,east
960,9/26/21 11:45,21.36,64.08,14.31,1,east
961,9/26/21 12:00,21.82,64.53,14.86,1,east
962,9/26/21 12:15,23.36,58.74,14.84,1,east
963,9/26/21 12:30,23.94,56.69,14.83,1,east
964,9/26/21 12:45,24.13,55.59,14.71,1,east
965,9/26/21 13:00,24.03,54.81,14.4,1,east
966,9/26/21 13:15,24.38,54.23,14.55,1,east
967,9/26/21 13:30,24.71,53.14,14.55,1,east
968,9/26/21 13:45,24.5,54.38,14.72,1,east
969,9/26/21 14:00,25.14,51.6,14.49,1,east
970,9/26/21 14:15,25.07,52.78,14.78,1,east
971,9/26/21 14:30,25.32,51.19,14.53,1,east
972,9/26/21 14:45,24.54,52.07,14.07,1,east
973,9/26/21 15:00,23.44,53.58,13.5,1,east
974,9/26/21 15:15,23.69,52.81,13.51,1,east
975,9/26/21 15:30,24.01,53.62,14.04,1,east
976,9/26/21 15:45,25.27,49.7,14.02,1,east
977,9/26/21 16:00,24.8,53.15,14.64,1,east
978,9/26/21 16:15,24.54,53.88,14.6,1,east
979,9/26/21 16:30,23.01,57.54,14.2,1,east
980,9/26/21 16:45,22.69,59.73,14.48,1,east
981,9/26/21 17:00,22.05,55.77,12.82,1,east
982,9/26/21 17:15,23.51,54.75,13.9,1,east
983,9/26/21 17:30,24.84,51.35,14.14,1,east
984,9/26/21 17:45,25.42,48.59,13.82,1,east
985,9/26/21 18:00,24.87,50.97,14.05,1,east
986,9/26/21 18:15,23.42,53.25,13.39,1,east
987,9/26/21 18:30,26.72,49.7,15.36,1,east
988,9/26/21 18:45,27.02,52.68,16.55,1,east
989,9/26/21 19:00,28.42,46.41,15.84,1,east
990,9/26/21 19:15,28.88,42.8,14.99,1,east
991,9/26/21 19:30,28.82,41.6,14.5,1,east
992,9/26/21 19:45,28.53,43.43,14.9,1,east
993,9/26/21 20:00,28.27,43.3,14.62,1,east
994,9/26/21 20:15,28.03,44.58,14.86,1,east
995,9/26/21 20:30,27.81,44.64,14.68,1,east
996,9/26/21 20:45,27.59,44.95,14.59,1,east
997,9/26/21 21:00,27.43,46.15,14.86,1,east
998,9/26/21 21:15,28.41,45.27,15.44,1,east
999,9/26/21 21:30,27.94,45.55,15.11,1,east
