obs,date,temp,rel.humidity,dew.point,block,side
165,9/18/21 5:00,29.48,53.09,18.94,1,east
166,9/18/21 5:15,29.36,53.36,18.92,1,east
167,9/18/21 5:30,29.46,53.18,18.95,1,east
168,9/18/21 5:45,29.53,53.15,19.01,1,east
169,9/18/21 6:00,29.5,53.32,19.03,1,east
170,9/18/21 6:15,29.59,53.41,19.14,1,east
171,9/18/21 6:30,29.58,53.4,19.13,1,east
172,9/18/21 6:45,29.59,53.64,19.21,1,east
173,9/18/21 7:00,29.52,53.84,19.21,1,east
174,9/18/21 7:15,29.52,53.97,19.25,1,east
175,9/18/21 7:30,29.45,54.16,19.24,1,east
176,9/18/21 7:45,29.46,54.46,19.33,1,east
177,9/18/21 8:00,29.47,54.64,19.4,1,east
178,9/18/21 8:15,29.65,54.37,19.49,1,east
179,9/18/21 8:30,29.08,55.81,19.38,1,east
180,9/18/21 8:45,29.17,56.09,19.54,1,east
181,9/18/21 9:00,23.85,69.13,17.87,1,east
182,9/18/21 9:15,23.22,72.88,18.1,1,east
183,9/18/21 9:30,23.79,69.71,17.94,1,east
184,9/18/21 9:45,26.45,61.64,18.5,1,east
185,9/18/21 10:00,25.8,63.7,18.42,1,east
186,9/18/21 10:15,25,67.77,18.65,1,east
187,9/18/21 10:30,23.29,72.82,18.17,1,east
188,9/18/21 10:45,23.44,72.05,18.14,1,east
189,9/18/21 11:00,23.74,71.57,18.32,1,east
190,9/18/21 11:15,24.5,69.64,18.61,1,east
191,9/18/21 11:30,24.75,70.16,18.97,1,east
192,9/18/21 11:45,24.68,70.63,19,1,east
193,9/18/21 12:00,25.37,67.85,19.03,1,east
194,9/18/21 12:15,27.21,64.89,20.05,1,east
195,9/18/21 12:30,27.64,62.21,19.77,1,east
196,9/18/21 12:45,28.25,61.2,20.09,1,east
197,9/18/21 13:00,28.58,60,20.08,1,east
198,9/18/21 13:15,29.24,57.97,20.14,1,east
199,9/18/21 13:30,29.58,57.82,20.41,1,east
200,9/18/21 13:45,29.89,57.17,20.52,1,east
201,9/18/21 14:00,30.45,55.65,20.6,1,east
202,9/18/21 14:15,30.04,55.51,20.18,1,east
203,9/18/21 14:30,28.9,57.33,19.64,1,east
204,9/18/21 14:45,28.42,59.28,19.73,1,east
205,9/18/21 15:00,28.2,61.07,20.01,1,east
206,9/18/21 15:15,28.44,60.64,20.12,1,east
207,9/18/21 15:30,29.24,58.56,20.31,1,east
208,9/18/21 15:45,30.09,56.53,20.53,1,east
209,9/18/21 16:00,29.45,57.69,20.25,1,east
210,9/18/21 16:15,30.13,56.63,20.59,1,east
211,9/18/21 16:30,30.27,55.3,20.34,1,east
212,9/18/21 16:45,29.17,57.97,20.07,1,east
213,9/18/21 17:00,29.54,57.26,20.22,1,east
214,9/18/21 17:15,29.16,58.44,20.19,1,east
215,9/18/21 17:30,27.26,64.04,19.89,1,east
216,9/18/21 17:45,27.46,63.76,20.01,1,east
217,9/18/21 18:00,26.72,64.53,19.5,1,east
218,9/18/21 18:15,25.3,69.12,19.25,1,east
219,9/18/21 18:30,24.65,70.63,18.98,1,east
220,9/18/21 18:45,23.99,72.34,18.73,1,east
221,9/18/21 19:00,23.86,68.62,17.76,1,east
222,9/18/21 19:15,27.19,57.08,17.97,1,east
223,9/18/21 19:30,28.91,51.12,17.82,1,east
224,9/18/21 19:45,29.59,49.46,17.91,1,east
225,9/18/21 20:00,29.6,49.18,17.83,1,east
226,9/18/21 20:15,29.44,49.49,17.78,1,east
227,9/18/21 20:30,29.32,49.3,17.61,1,east
228,9/18/21 20:45,29.26,49.49,17.62,1,east
229,9/18/21 21:00,29.22,49.76,17.67,1,east
230,9/18/21 21:15,29.18,48.82,17.33,1,east
231,9/18/21 21:30,29.12,48.84,17.28,1,east
232,9/18/21 21:45,29.03,49.46,17.4,1,east
233,9/18/21 22:00,28.83,51.17,17.75,1,east
234,9/18/21 22:15,28.72,51.54,17.77,1,east
235,9/18/21 22:30,28.53,51.66,17.63,1,east
236,9/18/21 22:45,28.42,52.49,17.78,1,east
237,9/18/21 23:00,28.32,52.34,17.65,1,east
238,9/18/21 23:15,28.17,52.25,17.48,1,east
239,9/18/21 23:30,28,53.75,17.77,1,east
240,9/18/21 23:45,27.88,53.51,17.59,1,east
241,9/19/21 0:00,27.91,52.76,17.4,1,east
242,9/19/21 0:15,28.47,51.32,17.47,1,east
243,9/19/21 0:30,28.12,52.29,17.45,1,east
244,9/19/21 0:45,27.86,52.74,17.34,1,east
245,9/19/21 1:00,28.95,50.18,17.56,1,east
246,9/19/21 1:15,29.35,48.94,17.53,1,east
247,9/19/21 1:30,29.38,49.2,17.64,1,east
248,9/19/21 1:45,29.29,49.63,17.69,1,east
249,9/19/21 2:00,29.27,49.91,17.76,1,east
250,9/19/21 2:15,29.21,50.07,17.76,1,east
251,9/19/21 2:30,29.29,50.05,17.82,1,east
252,9/19/21 2:45,29.46,49.85,17.92,1,east
253,9/19/21 3:00,29.45,49.83,17.9,1,east
254,9/19/21 3:15,29.44,49.76,17.87,1,east
255,9/19/21 3:30,29.39,49.6,17.78,1,east
256,9/19/21 3:45,29.34,49.67,17.75,1,east
257,9/19/21 4:00,29.48,49.51,17.83,1,east
258,9/19/21 4:15,29.49,49.35,17.79,1,east
259,9/19/21 4:30,29.47,49.44,17.8,1,east
260,9/19/21 4:45,29.46,49.42,17.78,1,east
261,9/19/21 5:00,29.48,49.46,17.81,1,east
262,9/19/21 5:15,29.42,49.38,17.73,1,east
263,9/19/21 5:30,29.32,49.7,17.74,1,east
264,9/19/21 5:45,29.34,49.57,17.72,1,east
265,9/19/21 6:00,29.38,49.46,17.72,1,east
266,9/19/21 6:15,29.48,49.35,17.78,1,east
267,9/19/21 6:30,29.48,49.38,17.79,1,east
268,9/19/21 6:45,29.45,49.4,17.76,1,east
269,9/19/21 7:00,29.47,49.27,17.74,1,east
270,9/19/21 7:15,29.45,49.32,17.74,1,east
271,9/19/21 7:30,29.47,49.57,17.84,1,east
272,9/19/21 7:45,29.46,49.66,17.86,1,east
273,9/19/21 8:00,29.52,49.75,17.95,1,east
274,9/19/21 8:15,29.77,49.34,18.04,1,east
275,9/19/21 8:30,29.29,50.04,17.82,1,east
276,9/19/21 8:45,29.13,50.4,17.79,1,east
277,9/19/21 9:00,23.47,66.5,16.9,1,east
278,9/19/21 9:15,24.32,64.84,17.3,1,east
279,9/19/21 9:30,26.16,58.53,17.41,1,east
280,9/19/21 9:45,26.28,58,17.39,1,east
281,9/19/21 10:00,25.47,64.01,18.18,1,east
282,9/19/21 10:15,23.39,70.03,17.63,1,east
283,9/19/21 10:30,24.03,68.75,17.96,1,east
284,9/19/21 10:45,23.62,70.71,18.01,1,east
285,9/19/21 11:00,23.99,70.53,18.32,1,east
286,9/19/21 11:15,24.91,68.15,18.66,1,east
287,9/19/21 11:30,24.87,69.17,18.86,1,east
288,9/19/21 11:45,24.69,70.03,18.88,1,east
289,9/19/21 12:00,25.53,67.89,19.19,1,east
290,9/19/21 12:15,27.34,62.72,19.62,1,east
291,9/19/21 12:30,28.05,60.95,19.84,1,east
292,9/19/21 12:45,28.75,58.85,19.93,1,east
293,9/19/21 13:00,28.98,57.13,19.66,1,east
294,9/19/21 13:15,29.59,55.03,19.62,1,east
295,9/19/21 13:30,29.66,53.97,19.38,1,east
296,9/19/21 13:45,29.37,54.01,19.12,1,east
297,9/19/21 14:00,29.97,53.89,19.64,1,east
298,9/19/21 14:15,29.97,53.15,19.42,1,east
299,9/19/21 14:30,29,55.33,19.16,1,east
300,9/19/21 14:45,28.44,56.76,19.05,1,east
301,9/19/21 15:00,28.03,58.07,19.04,1,east
302,9/19/21 15:15,28.03,56.63,18.64,1,east
303,9/19/21 15:30,28.84,54.42,18.75,1,east
304,9/19/21 15:45,29.75,50.23,18.31,1,east
305,9/19/21 16:00,30.18,48.45,18.12,1,east
306,9/19/21 16:15,30.24,48.57,18.22,1,east
307,9/19/21 16:30,30.03,49.98,18.48,1,east
308,9/19/21 16:45,28.74,51.96,17.92,1,east
309,9/19/21 17:00,29.14,51.83,18.24,1,east
310,9/19/21 17:15,27.97,53.84,17.77,1,east
311,9/19/21 17:30,25.82,59.26,17.29,1,east
312,9/19/21 17:45,26.18,58.84,17.51,1,east
313,9/19/21 18:00,25.5,60.4,17.29,1,east
314,9/19/21 18:15,23.91,63.54,16.6,1,east
315,9/19/21 18:30,23.6,65.34,16.74,1,east
316,9/19/21 18:45,22.76,68.81,16.75,1,east
317,9/19/21 19:00,23.67,59.59,15.36,1,east
318,9/19/21 19:15,27.29,52.33,16.7,1,east
319,9/19/21 19:30,28.94,45.54,16.02,1,east
320,9/19/21 19:45,29.54,40.35,14.68,1,east
321,9/19/21 20:00,29.59,38.71,14.07,1,east
322,9/19/21 20:15,29.46,39.14,14.12,1,east
323,9/19/21 20:30,29.29,40.35,14.44,1,east
324,9/19/21 20:45,29.18,42.19,15.04,1,east
325,9/19/21 21:00,29.06,42.24,14.95,1,east
326,9/19/21 21:15,28.99,42.62,15.02,1,east
327,9/19/21 21:30,28.87,43.04,15.07,1,east
328,9/19/21 21:45,28.74,45.1,15.68,1,east
329,9/19/21 22:00,28.59,46.08,15.89,1,east
330,9/19/21 22:15,28.44,45.72,15.63,1,east
331,9/19/21 22:30,28.31,46.67,15.83,1,east
332,9/19/21 22:45,28.17,46.94,15.79,1,east
333,9/19/21 23:00,28.06,47.34,15.83,1,east
334,9/19/21 23:15,27.94,47.97,15.92,1,east
335,9/19/21 23:30,27.83,48.63,16.03,1,east
336,9/19/21 23:45,27.75,49.27,16.17,1,east
337,9/20/21 0:00,28.69,47.74,16.53,1,east
338,9/20/21 0:15,28.27,48.96,16.54,1,east
339,9/20/21 0:30,27.95,50.42,16.71,1,east
340,9/20/21 0:45,28.56,48.27,16.58,1,east
341,9/20/21 1:00,28.57,48.08,16.53,1,east
342,9/20/21 1:15,28.05,50.03,16.69,1,east
343,9/20/21 1:30,27.78,50.83,16.68,1,east
344,9/20/21 1:45,28.97,47.96,16.85,1,east
345,9/20/21 2:00,29.22,47.25,16.85,1,east
346,9/20/21 2:15,29.3,47.23,16.92,1,east
347,9/20/21 2:30,29.35,47.55,17.07,1,east
348,9/20/21 2:45,29.35,47.54,17.07,1,east
349,9/20/21 3:00,29.3,47.7,17.07,1,east
350,9/20/21 3:15,29.5,47.26,17.11,1,east
351,9/20/21 3:30,29.63,47.13,17.18,1,east
352,9/20/21 3:45,29.56,46.98,17.06,1,east
353,9/20/21 4:00,29.63,47.08,17.17,1,east
354,9/20/21 4:15,29.59,47.3,17.2,1,east
355,9/20/21 4:30,29.5,47.45,17.18,1,east
356,9/20/21 4:45,29.54,47.67,17.29,1,east
357,9/20/21 5:00,29.51,48.01,17.37,1,east
358,9/20/21 5:15,29.46,48.13,17.36,1,east
359,9/20/21 5:30,29.57,48.11,17.45,1,east
360,9/20/21 5:45,29.73,48.11,17.6,1,east
361,9/20/21 6:00,29.68,48.49,17.69,1,east
362,9/20/21 6:15,29.67,48.44,17.66,1,east
363,9/20/21 6:30,29.65,48.7,17.73,1,east
364,9/20/21 6:45,29.65,48.9,17.79,1,east
365,9/20/21 7:00,29.57,49.25,17.82,1,east
366,9/20/21 7:15,29.53,49.4,17.84,1,east
367,9/20/21 7:30,29.56,49.53,17.9,1,east
368,9/20/21 7:45,29.53,50,18.03,1,east
369,9/20/21 8:00,29.57,50.12,18.1,1,east
370,9/20/21 8:15,29.74,50.14,18.27,1,east
371,9/20/21 8:30,29.01,52.01,18.18,1,east
372,9/20/21 8:45,29.21,51.66,18.26,1,east
373,9/20/21 9:00,23.38,64.94,16.43,1,east
374,9/20/21 9:15,24.44,61.25,16.52,1,east
375,9/20/21 9:30,27.51,55.95,17.95,1,east
376,9/20/21 9:45,26.69,55.49,17.07,1,east
377,9/20/21 10:00,26.53,57.51,17.48,1,east
378,9/20/21 10:15,24.48,63.68,17.17,1,east
379,9/20/21 10:30,23.82,66.23,17.16,1,east
380,9/20/21 10:45,23.14,69.64,17.31,1,east
381,9/20/21 11:00,23.66,69.42,17.75,1,east
382,9/20/21 11:15,24.76,65.6,17.9,1,east
383,9/20/21 11:30,24.64,65.65,17.81,1,east
384,9/20/21 11:45,24.49,66.86,17.95,1,east
385,9/20/21 12:00,25.45,62.9,17.89,1,east
386,9/20/21 12:15,27.47,56.48,18.07,1,east
387,9/20/21 12:30,28.16,54.71,18.2,1,east
388,9/20/21 12:45,29.01,51.14,17.91,1,east
389,9/20/21 13:00,29.45,50,17.96,1,east
390,9/20/21 13:15,30.26,48.73,18.29,1,east
391,9/20/21 13:30,30.37,48.04,18.16,1,east
392,9/20/21 13:45,30.33,47.94,18.09,1,east
393,9/20/21 14:00,30.84,46.92,18.22,1,east
394,9/20/21 14:15,30.72,46.79,18.06,1,east
395,9/20/21 14:30,29.28,49.95,17.78,1,east
396,9/20/21 14:45,28.67,51.52,17.71,1,east
397,9/20/21 15:00,28.38,51.99,17.59,1,east
398,9/20/21 15:15,28.43,52.41,17.77,1,east
399,9/20/21 15:30,29.49,50.18,18.05,1,east
400,9/20/21 15:45,30.8,45.92,17.83,1,east
401,9/20/21 16:00,31.29,44.2,17.67,1,east
402,9/20/21 16:15,31.49,43.06,17.43,1,east
403,9/20/21 16:30,30.94,44.41,17.43,1,east
404,9/20/21 16:45,29.65,48.89,17.79,1,east
405,9/20/21 17:00,29.97,48.52,17.96,1,east
406,9/20/21 17:15,28.25,51.88,17.44,1,east
407,9/20/21 17:30,26.47,57.58,17.44,1,east
408,9/20/21 17:45,26.19,56.88,16.99,1,east
409,9/20/21 18:00,25.98,58.48,17.23,1,east
410,9/20/21 18:15,24.29,62.35,16.65,1,east
411,9/20/21 18:30,23.46,64.3,16.36,1,east
412,9/20/21 18:45,22.6,66.99,16.18,1,east
413,9/20/21 19:00,23.79,55.12,14.26,1,east
414,9/20/21 19:15,27.49,44.73,14.42,1,east
415,9/20/21 19:30,29.07,40,14.12,1,east
416,9/20/21 19:45,29.54,38.22,13.84,1,east
417,9/20/21 20:00,29.46,38.95,14.05,1,east
418,9/20/21 20:15,29.37,38.97,13.98,1,east
419,9/20/21 20:30,29.21,38.48,13.64,1,east
420,9/20/21 20:45,29.11,39.76,14.05,1,east
421,9/20/21 21:00,28.94,39.51,13.81,1,east
422,9/20/21 21:15,28.78,39.68,13.74,1,east
423,9/20/21 21:30,28.59,40.35,13.82,1,east
424,9/20/21 21:45,28.42,40.23,13.62,1,east
425,9/20/21 22:00,28.2,41.7,13.98,1,east
426,9/20/21 22:15,28.03,42.22,14.02,1,east
427,9/20/21 22:30,27.86,42.14,13.84,1,east
428,9/20/21 22:45,27.64,42.87,13.9,1,east
429,9/20/21 23:00,28.82,41.59,14.49,1,east
430,9/20/21 23:15,28.35,41.61,14.09,1,east
431,9/20/21 23:30,27.83,42.9,14.08,1,east
432,9/20/21 23:45,28.8,40.8,14.19,1,east
433,9/21/21 0:00,29.22,40.11,14.29,1,east
434,9/21/21 0:15,29.11,40.64,14.39,1,east
435,9/21/21 0:30,29.11,40.17,14.21,1,east
436,9/21/21 0:45,29.23,40.44,14.43,1,east
437,9/21/21 1:00,29.29,40.22,14.39,1,east
438,9/21/21 1:15,29.32,39.99,14.33,1,east
439,9/21/21 1:30,29.33,40.84,14.67,1,east
440,9/21/21 1:45,29.41,39.75,14.32,1,east
441,9/21/21 2:00,29.63,40.25,14.71,1,east
442,9/21/21 2:15,29.64,40.51,14.82,1,east
443,9/21/21 2:30,29.63,40.61,14.85,1,east
444,9/21/21 2:45,29.57,41.15,15,1,east
445,9/21/21 3:00,29.44,40.79,14.75,1,east
446,9/21/21 3:15,29.37,40.6,14.61,1,east
447,9/21/21 3:30,29.41,40.86,14.74,1,east
448,9/21/21 3:45,29.39,40.33,14.53,1,east
449,9/21/21 4:00,29.54,40.6,14.77,1,east
450,9/21/21 4:15,29.5,40.61,14.73,1,east
451,9/21/21 4:30,29.36,40.43,14.54,1,east
452,9/21/21 4:45,29.18,39.79,14.13,1,east
453,9/21/21 5:00,29.14,40.17,14.24,1,east
454,9/21/21 5:15,29.13,40.76,14.45,1,east
455,9/21/21 5:30,29.18,40.98,14.59,1,east
456,9/21/21 5:45,29.2,40.78,14.53,1,east
457,9/21/21 6:00,29.19,40.67,14.48,1,east
458,9/21/21 6:15,29.16,40.28,14.3,1,east
459,9/21/21 6:30,29.13,40.1,14.2,1,east
460,9/21/21 6:45,29.02,39.28,13.79,1,east
461,9/21/21 7:00,28.97,38.33,13.37,1,east
462,9/21/21 7:15,29.01,38.36,13.42,1,east
463,9/21/21 7:30,29,38.68,13.53,1,east
464,9/21/21 7:45,29.16,39.38,13.95,1,east
465,9/21/21 8:00,29.36,39.13,14.04,1,east
466,9/21/21 8:15,29.45,39.26,14.16,1,east
467,9/21/21 8:30,29.44,39.45,14.23,1,east
468,9/21/21 8:45,29.47,39.62,14.32,1,east
469,9/21/21 9:00,28.76,39.95,13.82,1,east
470,9/21/21 9:15,28.09,40.19,13.31,1,east
471,9/21/21 9:30,28.45,39.53,13.38,1,east
472,9/21/21 9:45,29.38,36.83,13.12,1,east
473,9/21/21 10:00,30.47,36.34,13.87,1,east
474,9/21/21 10:15,28.28,37.43,12.39,1,east
475,9/21/21 10:30,26.34,42.4,12.56,1,east
476,9/21/21 10:45,24.42,45.09,11.76,1,east
477,9/21/21 11:00,24.43,47.41,12.54,1,east
478,9/21/21 11:15,25.71,45.49,13.07,1,east
479,9/21/21 11:30,23.24,47.94,11.62,1,east
480,9/21/21 11:45,22.44,47.71,10.82,1,east
481,9/21/21 12:00,23.88,47.62,12.1,1,east
482,9/21/21 12:15,22.61,52.78,12.5,1,east
483,9/21/21 12:30,22.77,51.42,12.25,1,east
484,9/21/21 12:45,21.76,55.22,12.4,1,east
485,9/21/21 13:00,22.71,52.99,12.66,1,east
486,9/21/21 13:15,24.02,49.57,12.84,1,east
487,9/21/21 13:30,23.35,50.54,12.52,1,east
488,9/21/21 13:45,23.74,49.96,12.71,1,east
489,9/21/21 14:00,23.64,50.96,12.91,1,east
490,9/21/21 14:15,22.78,52.61,12.61,1,east
491,9/21/21 14:30,22.31,53.67,12.47,1,east
492,9/21/21 14:45,22.22,53.99,12.49,1,east
493,9/21/21 15:00,21.76,55.34,12.43,1,east
494,9/21/21 15:15,21.7,55.67,12.47,1,east
495,9/21/21 15:30,22.83,52.98,12.76,1,east
496,9/21/21 15:45,24.14,50.85,13.34,1,east
497,9/21/21 16:00,23.45,52.44,13.18,1,east
498,9/21/21 16:15,23.9,50.58,13.05,1,east
499,9/21/21 16:30,22.77,55.91,13.53,1,east
