obs,date,temp,block,side
63,9/17/21 4:30,29.352,1,south
64,9/17/21 4:45,29.452,1,south
65,9/17/21 5:00,29.452,1,south
66,9/17/21 5:15,29.452,1,south
67,9/17/21 5:30,29.352,1,south
68,9/17/21 5:45,29.352,1,south
69,9/17/21 6:00,29.352,1,south
70,9/17/21 6:15,29.452,1,south
71,9/17/21 6:30,29.452,1,south
72,9/17/21 6:45,29.352,1,south
73,9/17/21 7:00,29.352,1,south
74,9/17/21 7:15,29.252,1,south
75,9/17/21 7:30,29.252,1,south
76,9/17/21 7:45,29.352,1,south
77,9/17/21 8:00,29.452,1,south
78,9/17/21 8:15,29.752,1,south
79,9/17/21 8:30,29.552,1,south
80,9/17/21 8:45,30.054,1,south
81,9/17/21 9:00,21.378,1,south
82,9/17/21 9:15,24.641,1,south
83,9/17/21 9:30,23.677,1,south
84,9/17/21 9:45,28.754,1,south
85,9/17/21 10:00,26.781,1,south
86,9/17/21 10:15,26.195,1,south
87,9/17/21 10:30,26.781,1,south
88,9/17/21 10:45,31.064,1,south
89,9/17/21 11:00,34.479,1,south
90,9/17/21 11:15,36.511,1,south
91,9/17/21 11:30,36.403,1,south
92,9/17/21 11:45,35.115,1,south
93,9/17/21 12:00,31.472,1,south
94,9/17/21 12:15,29.452,1,south
95,9/17/21 12:30,30.154,1,south
96,9/17/21 12:45,31.676,1,south
97,9/17/21 13:00,31.37,1,south
98,9/17/21 13:15,32.394,1,south
99,9/17/21 13:30,33.118,1,south
100,9/17/21 13:45,33.222,1,south
101,9/17/21 14:00,33.639,1,south
102,9/17/21 14:15,33.953,1,south
103,9/17/21 14:30,35.649,1,south
104,9/17/21 14:45,35.864,1,south
105,9/17/21 15:00,33.743,1,south
106,9/17/21 15:15,32.497,1,south
107,9/17/21 15:30,33.953,1,south
108,9/17/21 15:45,36.187,1,south
109,9/17/21 16:00,36.728,1,south
110,9/17/21 16:15,37.165,1,south
111,9/17/21 16:30,37.165,1,south
112,9/17/21 16:45,35.115,1,south
113,9/17/21 17:00,35.971,1,south
114,9/17/21 17:15,33.953,1,south
115,9/17/21 17:30,29.953,1,south
116,9/17/21 17:45,30.457,1,south
117,9/17/21 18:00,31.166,1,south
118,9/17/21 18:15,28.953,1,south
119,9/17/21 18:30,26.097,1,south
120,9/17/21 18:45,24.835,1,south
121,9/17/21 19:00,24.158,1,south
122,9/17/21 19:15,28.456,1,south
123,9/17/21 19:30,30.862,1,south
124,9/17/21 19:45,31.268,1,south
125,9/17/21 20:00,31.064,1,south
126,9/17/21 20:15,30.659,1,south
127,9/17/21 20:30,30.154,1,south
128,9/17/21 20:45,30.054,1,south
129,9/17/21 21:00,30.054,1,south
130,9/17/21 21:15,30.054,1,south
131,9/17/21 21:30,30.054,1,south
132,9/17/21 21:45,29.953,1,south
133,9/17/21 22:00,29.853,1,south
134,9/17/21 22:15,29.752,1,south
135,9/17/21 22:30,29.552,1,south
136,9/17/21 22:45,29.352,1,south
137,9/17/21 23:00,29.152,1,south
138,9/17/21 23:15,29.053,1,south
139,9/17/21 23:30,28.953,1,south
140,9/17/21 23:45,28.853,1,south
141,9/18/21 0:00,28.754,1,south
142,9/18/21 0:15,28.655,1,south
143,9/18/21 0:30,28.555,1,south
144,9/18/21 0:45,28.555,1,south
145,9/18/21 1:00,28.456,1,south
146,9/18/21 1:15,28.456,1,south
147,9/18/21 1:30,28.754,1,south
148,9/18/21 1:45,29.452,1,south
149,9/18/21 2:00,29.452,1,south
150,9/18/21 2:15,29.452,1,south
151,9/18/21 2:30,29.352,1,south
152,9/18/21 2:45,29.352,1,south
153,9/18/21 3:00,29.352,1,south
154,9/18/21 3:15,29.352,1,south
155,9/18/21 3:30,29.352,1,south
156,9/18/21 3:45,29.252,1,south
157,9/18/21 4:00,29.352,1,south
158,9/18/21 4:15,29.552,1,south
159,9/18/21 4:30,29.452,1,south
160,9/18/21 4:45,29.452,1,south
161,9/18/21 5:00,29.552,1,south
162,9/18/21 5:15,29.452,1,south
163,9/18/21 5:30,29.452,1,south
164,9/18/21 5:45,29.552,1,south
165,9/18/21 6:00,29.552,1,south
166,9/18/21 6:15,29.552,1,south
167,9/18/21 6:30,29.552,1,south
168,9/18/21 6:45,29.552,1,south
169,9/18/21 7:00,29.552,1,south
170,9/18/21 7:15,29.552,1,south
171,9/18/21 7:30,29.452,1,south
172,9/18/21 7:45,29.452,1,south
173,9/18/21 8:00,29.552,1,south
174,9/18/21 8:15,29.853,1,south
175,9/18/21 8:30,29.752,1,south
176,9/18/21 8:45,29.953,1,south
177,9/18/21 9:00,23.004,1,south
178,9/18/21 9:15,23.484,1,south
179,9/18/21 9:30,24.255,1,south
180,9/18/21 9:45,27.764,1,south
181,9/18/21 10:00,26.39,1,south
182,9/18/21 10:15,25.805,1,south
183,9/18/21 10:30,23.292,1,south
184,9/18/21 10:45,23.773,1,south
185,9/18/21 11:00,24.931,1,south
186,9/18/21 11:15,25.513,1,south
187,9/18/21 11:30,25.513,1,south
188,9/18/21 11:45,25.805,1,south
189,9/18/21 12:00,26.977,1,south
190,9/18/21 12:15,28.754,1,south
191,9/18/21 12:30,29.352,1,south
192,9/18/21 12:45,30.154,1,south
193,9/18/21 13:00,31.064,1,south
194,9/18/21 13:15,32.086,1,south
195,9/18/21 13:30,32.497,1,south
196,9/18/21 13:45,33.014,1,south
197,9/18/21 14:00,33.848,1,south
198,9/18/21 14:15,34.058,1,south
199,9/18/21 14:30,34.585,1,south
200,9/18/21 14:45,34.691,1,south
201,9/18/21 15:00,33.43,1,south
202,9/18/21 15:15,33.118,1,south
203,9/18/21 15:30,34.163,1,south
204,9/18/21 15:45,35.328,1,south
205,9/18/21 16:00,33.535,1,south
206,9/18/21 16:15,35.435,1,south
207,9/18/21 16:30,36.62,1,south
208,9/18/21 16:45,34.903,1,south
209,9/18/21 17:00,35.115,1,south
210,9/18/21 17:15,34.268,1,south
211,9/18/21 17:30,30.76,1,south
212,9/18/21 17:45,31.778,1,south
213,9/18/21 18:00,29.652,1,south
214,9/18/21 18:15,27.37,1,south
215,9/18/21 18:30,26.195,1,south
216,9/18/21 18:45,25.028,1,south
217,9/18/21 19:00,24.641,1,south
218,9/18/21 19:15,28.953,1,south
219,9/18/21 19:30,30.659,1,south
220,9/18/21 19:45,30.862,1,south
221,9/18/21 20:00,30.558,1,south
222,9/18/21 20:15,30.154,1,south
223,9/18/21 20:30,29.953,1,south
224,9/18/21 20:45,29.853,1,south
225,9/18/21 21:00,29.752,1,south
226,9/18/21 21:15,29.752,1,south
227,9/18/21 21:30,29.652,1,south
228,9/18/21 21:45,29.552,1,south
229,9/18/21 22:00,29.352,1,south
230,9/18/21 22:15,29.152,1,south
231,9/18/21 22:30,29.053,1,south
232,9/18/21 22:45,28.853,1,south
233,9/18/21 23:00,28.754,1,south
234,9/18/21 23:15,28.555,1,south
235,9/18/21 23:30,28.456,1,south
236,9/18/21 23:45,28.258,1,south
237,9/19/21 0:00,28.258,1,south
238,9/19/21 0:15,28.754,1,south
239,9/19/21 0:30,28.456,1,south
240,9/19/21 0:45,28.159,1,south
241,9/19/21 1:00,28.555,1,south
242,9/19/21 1:15,29.252,1,south
243,9/19/21 1:30,29.352,1,south
244,9/19/21 1:45,29.352,1,south
245,9/19/21 2:00,29.252,1,south
246,9/19/21 2:15,29.252,1,south
247,9/19/21 2:30,29.352,1,south
248,9/19/21 2:45,29.452,1,south
249,9/19/21 3:00,29.452,1,south
250,9/19/21 3:15,29.452,1,south
251,9/19/21 3:30,29.452,1,south
252,9/19/21 3:45,29.352,1,south
253,9/19/21 4:00,29.452,1,south
254,9/19/21 4:15,29.452,1,south
255,9/19/21 4:30,29.452,1,south
256,9/19/21 4:45,29.452,1,south
257,9/19/21 5:00,29.452,1,south
258,9/19/21 5:15,29.352,1,south
259,9/19/21 5:30,29.252,1,south
260,9/19/21 5:45,29.252,1,south
261,9/19/21 6:00,29.352,1,south
262,9/19/21 6:15,29.352,1,south
263,9/19/21 6:30,29.452,1,south
264,9/19/21 6:45,29.452,1,south
265,9/19/21 7:00,29.452,1,south
266,9/19/21 7:15,29.352,1,south
267,9/19/21 7:30,29.352,1,south
268,9/19/21 7:45,29.452,1,south
269,9/19/21 8:00,29.552,1,south
270,9/19/21 8:15,29.953,1,south
271,9/19/21 8:30,29.953,1,south
272,9/19/21 8:45,30.054,1,south
273,9/19/21 9:00,22.238,1,south
274,9/19/21 9:15,24.931,1,south
275,9/19/21 9:30,27.862,1,south
276,9/19/21 9:45,27.567,1,south
277,9/19/21 10:00,26.195,1,south
278,9/19/21 10:15,23.196,1,south
279,9/19/21 10:30,24.448,1,south
280,9/19/21 10:45,23.966,1,south
281,9/19/21 11:00,24.931,1,south
282,9/19/21 11:15,25.61,1,south
283,9/19/21 11:30,25.319,1,south
284,9/19/21 11:45,25.61,1,south
285,9/19/21 12:00,27.173,1,south
286,9/19/21 12:15,29.152,1,south
287,9/19/21 12:30,30.558,1,south
288,9/19/21 12:45,31.472,1,south
289,9/19/21 13:00,31.983,1,south
290,9/19/21 13:15,32.497,1,south
291,9/19/21 13:30,32.911,1,south
292,9/19/21 13:45,32.394,1,south
293,9/19/21 14:00,33.743,1,south
294,9/19/21 14:15,34.374,1,south
295,9/19/21 14:30,34.691,1,south
296,9/19/21 14:45,34.585,1,south
297,9/19/21 15:00,33.222,1,south
298,9/19/21 15:15,32.704,1,south
299,9/19/21 15:30,33.953,1,south
300,9/19/21 15:45,35.328,1,south
301,9/19/21 16:00,35.328,1,south
302,9/19/21 16:15,36.079,1,south
303,9/19/21 16:30,37.494,1,south
304,9/19/21 16:45,35.115,1,south
305,9/19/21 17:00,36.187,1,south
306,9/19/21 17:15,33.743,1,south
307,9/19/21 17:30,30.154,1,south
308,9/19/21 17:45,32.086,1,south
309,9/19/21 18:00,30.255,1,south
310,9/19/21 18:15,26.879,1,south
311,9/19/21 18:30,25.513,1,south
312,9/19/21 18:45,24.545,1,south
313,9/19/21 19:00,25.61,1,south
314,9/19/21 19:15,29.552,1,south
315,9/19/21 19:30,30.862,1,south
316,9/19/21 19:45,30.862,1,south
317,9/19/21 20:00,30.558,1,south
318,9/19/21 20:15,30.154,1,south
319,9/19/21 20:30,29.953,1,south
320,9/19/21 20:45,29.752,1,south
321,9/19/21 21:00,29.652,1,south
322,9/19/21 21:15,29.552,1,south
323,9/19/21 21:30,29.452,1,south
324,9/19/21 21:45,29.252,1,south
325,9/19/21 22:00,29.152,1,south
326,9/19/21 22:15,29.053,1,south
327,9/19/21 22:30,28.853,1,south
328,9/19/21 22:45,28.754,1,south
329,9/19/21 23:00,28.555,1,south
330,9/19/21 23:15,28.456,1,south
331,9/19/21 23:30,28.357,1,south
332,9/19/21 23:45,28.258,1,south
333,9/20/21 0:00,28.853,1,south
334,9/20/21 0:15,28.555,1,south
335,9/20/21 0:30,28.258,1,south
336,9/20/21 0:45,28.456,1,south
337,9/20/21 1:00,28.655,1,south
338,9/20/21 1:15,28.258,1,south
339,9/20/21 1:30,27.961,1,south
340,9/20/21 1:45,28.853,1,south
341,9/20/21 2:00,29.152,1,south
342,9/20/21 2:15,29.252,1,south
343,9/20/21 2:30,29.352,1,south
344,9/20/21 2:45,29.352,1,south
345,9/20/21 3:00,29.352,1,south
346,9/20/21 3:15,29.552,1,south
347,9/20/21 3:30,29.652,1,south
348,9/20/21 3:45,29.552,1,south
349,9/20/21 4:00,29.552,1,south
350,9/20/21 4:15,29.552,1,south
351,9/20/21 4:30,29.452,1,south
352,9/20/21 4:45,29.452,1,south
353,9/20/21 5:00,29.452,1,south
354,9/20/21 5:15,29.352,1,south
355,9/20/21 5:30,29.452,1,south
356,9/20/21 5:45,29.552,1,south
357,9/20/21 6:00,29.552,1,south
358,9/20/21 6:15,29.552,1,south
359,9/20/21 6:30,29.652,1,south
360,9/20/21 6:45,29.552,1,south
361,9/20/21 7:00,29.452,1,south
362,9/20/21 7:15,29.452,1,south
363,9/20/21 7:30,29.452,1,south
364,9/20/21 7:45,29.452,1,south
365,9/20/21 8:00,29.552,1,south
366,9/20/21 8:15,29.853,1,south
367,9/20/21 8:30,29.652,1,south
368,9/20/21 8:45,30.054,1,south
369,9/20/21 9:00,22.333,1,south
370,9/20/21 9:15,25.319,1,south
371,9/20/21 9:30,29.752,1,south
372,9/20/21 9:45,28.06,1,south
373,9/20/21 10:00,27.665,1,south
374,9/20/21 10:15,24.641,1,south
375,9/20/21 10:30,24.158,1,south
376,9/20/21 10:45,23.677,1,south
377,9/20/21 11:00,25.028,1,south
378,9/20/21 11:15,26.292,1,south
379,9/20/21 11:30,26,1,south
380,9/20/21 11:45,26.683,1,south
381,9/20/21 12:00,28.357,1,south
382,9/20/21 12:15,30.558,1,south
383,9/20/21 12:30,31.778,1,south
384,9/20/21 12:45,32.911,1,south
385,9/20/21 13:00,33.326,1,south
386,9/20/21 13:15,34.163,1,south
387,9/20/21 13:30,34.374,1,south
388,9/20/21 13:45,34.374,1,south
389,9/20/21 14:00,35.328,1,south
390,9/20/21 14:15,36.187,1,south
391,9/20/21 14:30,35.864,1,south
392,9/20/21 14:45,35.756,1,south
393,9/20/21 15:00,34.374,1,south
394,9/20/21 15:15,33.953,1,south
395,9/20/21 15:30,35.435,1,south
396,9/20/21 15:45,37.714,1,south
397,9/20/21 16:00,37.824,1,south
398,9/20/21 16:15,39.163,1,south
399,9/20/21 16:30,39.729,1,south
400,9/20/21 16:45,37.274,1,south
401,9/20/21 17:00,37.935,1,south
402,9/20/21 17:15,34.479,1,south
403,9/20/21 17:30,31.268,1,south
404,9/20/21 17:45,31.88,1,south
405,9/20/21 18:00,30.862,1,south
406,9/20/21 18:15,27.961,1,south
407,9/20/21 18:30,25.902,1,south
408,9/20/21 18:45,24.641,1,south
409,9/20/21 19:00,26,1,south
410,9/20/21 19:15,29.953,1,south
411,9/20/21 19:30,31.064,1,south
412,9/20/21 19:45,30.963,1,south
413,9/20/21 20:00,30.457,1,south
414,9/20/21 20:15,30.154,1,south
415,9/20/21 20:30,29.953,1,south
416,9/20/21 20:45,29.752,1,south
417,9/20/21 21:00,29.552,1,south
418,9/20/21 21:15,29.452,1,south
419,9/20/21 21:30,29.252,1,south
420,9/20/21 21:45,28.953,1,south
421,9/20/21 22:00,28.754,1,south
422,9/20/21 22:15,28.555,1,south
423,9/20/21 22:30,28.357,1,south
424,9/20/21 22:45,28.159,1,south
425,9/20/21 23:00,28.754,1,south
426,9/20/21 23:15,28.555,1,south
427,9/20/21 23:30,28.06,1,south
428,9/20/21 23:45,28.555,1,south
429,9/21/21 0:00,29.252,1,south
430,9/21/21 0:15,29.152,1,south
431,9/21/21 0:30,29.152,1,south
432,9/21/21 0:45,29.252,1,south
433,9/21/21 1:00,29.352,1,south
434,9/21/21 1:15,29.352,1,south
435,9/21/21 1:30,29.452,1,south
436,9/21/21 1:45,29.352,1,south
437,9/21/21 2:00,29.552,1,south
438,9/21/21 2:15,29.652,1,south
439,9/21/21 2:30,29.652,1,south
440,9/21/21 2:45,29.552,1,south
441,9/21/21 3:00,29.352,1,south
442,9/21/21 3:15,29.352,1,south
443,9/21/21 3:30,29.252,1,south
444,9/21/21 3:45,29.252,1,south
445,9/21/21 4:00,29.252,1,south
446,9/21/21 4:15,29.252,1,south
447,9/21/21 4:30,29.152,1,south
448,9/21/21 4:45,29.053,1,south
449,9/21/21 5:00,28.853,1,south
450,9/21/21 5:15,28.754,1,south
451,9/21/21 5:30,28.655,1,south
452,9/21/21 5:45,28.655,1,south
453,9/21/21 6:00,28.754,1,south
454,9/21/21 6:15,28.655,1,south
455,9/21/21 6:30,28.655,1,south
456,9/21/21 6:45,28.555,1,south
457,9/21/21 7:00,28.555,1,south
458,9/21/21 7:15,28.555,1,south
459,9/21/21 7:30,28.456,1,south
460,9/21/21 7:45,28.456,1,south
461,9/21/21 8:00,28.754,1,south
462,9/21/21 8:15,29.053,1,south
463,9/21/21 8:30,29.352,1,south
464,9/21/21 8:45,29.652,1,south
465,9/21/21 9:00,29.853,1,south
466,9/21/21 9:15,29.552,1,south
467,9/21/21 9:30,30.054,1,south
468,9/21/21 9:45,31.268,1,south
469,9/21/21 10:00,32.6,1,south
470,9/21/21 10:15,30.154,1,south
471,9/21/21 10:30,27.961,1,south
472,9/21/21 10:45,26.977,1,south
473,9/21/21 11:00,27.173,1,south
474,9/21/21 11:15,28.357,1,south
475,9/21/21 11:30,24.738,1,south
476,9/21/21 11:45,24.738,1,south
477,9/21/21 12:00,27.075,1,south
478,9/21/21 12:15,24.835,1,south
479,9/21/21 12:30,25.222,1,south
480,9/21/21 12:45,23.581,1,south
481,9/21/21 13:00,25.416,1,south
482,9/21/21 13:15,27.173,1,south
483,9/21/21 13:30,26.195,1,south
484,9/21/21 13:45,27.075,1,south
485,9/21/21 14:00,26.781,1,south
486,9/21/21 14:15,26.292,1,south
487,9/21/21 14:30,27.272,1,south
488,9/21/21 14:45,28.258,1,south
489,9/21/21 15:00,26.781,1,south
490,9/21/21 15:15,26.195,1,south
491,9/21/21 15:30,27.567,1,south
492,9/21/21 15:45,29.452,1,south
493,9/21/21 16:00,27.272,1,south
494,9/21/21 16:15,28.655,1,south
495,9/21/21 16:30,28.06,1,south
496,9/21/21 16:45,26.488,1,south
497,9/21/21 17:00,28.159,1,south
498,9/21/21 17:15,29.652,1,south
499,9/21/21 17:30,27.961,1,south
500,9/21/21 17:45,28.853,1,south
501,9/21/21 18:00,28.953,1,south
502,9/21/21 18:15,30.76,1,south
503,9/21/21 18:30,32.497,1,south
504,9/21/21 18:45,32.6,1,south
505,9/21/21 19:00,31.472,1,south
506,9/21/21 19:15,30.154,1,south
507,9/21/21 19:30,29.053,1,south
508,9/21/21 19:45,28.159,1,south
509,9/21/21 20:00,27.468,1,south
510,9/21/21 20:15,28.555,1,south
511,9/21/21 20:30,28.953,1,south
512,9/21/21 20:45,28.953,1,south
513,9/21/21 21:00,29.152,1,south
514,9/21/21 21:15,29.152,1,south
515,9/21/21 21:30,29.252,1,south
516,9/21/21 21:45,29.252,1,south
517,9/21/21 22:00,29.252,1,south
518,9/21/21 22:15,29.252,1,south
519,9/21/21 22:30,29.152,1,south
520,9/21/21 22:45,29.053,1,south
521,9/21/21 23:00,29.053,1,south
522,9/21/21 23:15,28.953,1,south
523,9/21/21 23:30,28.853,1,south
524,9/21/21 23:45,28.754,1,south
525,9/22/21 0:00,28.655,1,south
526,9/22/21 0:15,28.655,1,south
527,9/22/21 0:30,28.555,1,south
528,9/22/21 0:45,28.555,1,south
529,9/22/21 1:00,28.456,1,south
530,9/22/21 1:15,28.456,1,south
531,9/22/21 1:30,28.456,1,south
532,9/22/21 1:45,28.456,1,south
533,9/22/21 2:00,28.456,1,south
534,9/22/21 2:15,28.456,1,south
535,9/22/21 2:30,28.456,1,south
536,9/22/21 2:45,28.357,1,south
537,9/22/21 3:00,28.357,1,south
538,9/22/21 3:15,28.357,1,south
539,9/22/21 3:30,28.456,1,south
540,9/22/21 3:45,28.456,1,south
541,9/22/21 4:00,28.456,1,south
542,9/22/21 4:15,28.456,1,south
543,9/22/21 4:30,28.357,1,south
544,9/22/21 4:45,28.258,1,south
545,9/22/21 5:00,28.258,1,south
546,9/22/21 5:15,28.258,1,south
547,9/22/21 5:30,28.159,1,south
548,9/22/21 5:45,28.159,1,south
549,9/22/21 6:00,28.06,1,south
550,9/22/21 6:15,28.159,1,south
551,9/22/21 6:30,28.159,1,south
552,9/22/21 6:45,28.06,1,south
553,9/22/21 7:00,28.06,1,south
554,9/22/21 7:15,28.06,1,south
555,9/22/21 7:30,27.961,1,south
556,9/22/21 7:45,28.06,1,south
557,9/22/21 8:00,28.258,1,south
558,9/22/21 8:15,28.456,1,south
559,9/22/21 8:30,28.754,1,south
560,9/22/21 8:45,29.352,1,south
561,9/22/21 9:00,23.388,1,south
562,9/22/21 9:15,26.683,1,south
563,9/22/21 9:30,26,1,south
564,9/22/21 9:45,29.053,1,south
565,9/22/21 10:00,29.853,1,south
566,9/22/21 10:15,28.159,1,south
567,9/22/21 10:30,23.484,1,south
568,9/22/21 10:45,26,1,south
569,9/22/21 11:00,27.075,1,south
570,9/22/21 11:15,29.652,1,south
571,9/22/21 11:30,26.292,1,south
572,9/22/21 11:45,26,1,south
573,9/22/21 12:00,26.585,1,south
574,9/22/21 12:15,26.781,1,south
575,9/22/21 12:30,25.902,1,south
576,9/22/21 12:45,26,1,south
577,9/22/21 13:00,24.835,1,south
578,9/22/21 13:15,25.902,1,south
579,9/22/21 13:30,27.665,1,south
580,9/22/21 13:45,27.862,1,south
581,9/22/21 14:00,27.075,1,south
582,9/22/21 14:15,26.781,1,south
583,9/22/21 14:30,28.06,1,south
584,9/22/21 14:45,28.754,1,south
585,9/22/21 15:00,27.468,1,south
586,9/22/21 15:15,25.513,1,south
587,9/22/21 15:30,26.292,1,south
588,9/22/21 15:45,27.468,1,south
589,9/22/21 16:00,27.173,1,south
590,9/22/21 16:15,27.272,1,south
591,9/22/21 16:30,27.665,1,south
592,9/22/21 16:45,34.585,1,south
593,9/22/21 17:00,40.3,1,south
594,9/22/21 17:15,38.602,1,south
595,9/22/21 17:30,29.752,1,south
596,9/22/21 17:45,30.054,1,south
597,9/22/21 18:00,29.452,1,south
598,9/22/21 18:15,29.352,1,south
599,9/22/21 18:30,32.497,1,south
600,9/22/21 18:45,32.911,1,south
601,9/22/21 19:00,31.778,1,south
602,9/22/21 19:15,30.558,1,south
603,9/22/21 19:30,29.452,1,south
604,9/22/21 19:45,28.456,1,south
605,9/22/21 20:00,27.764,1,south
606,9/22/21 20:15,28.06,1,south
607,9/22/21 20:30,29.053,1,south
608,9/22/21 20:45,28.953,1,south
609,9/22/21 21:00,28.953,1,south
610,9/22/21 21:15,29.053,1,south
611,9/22/21 21:30,29.152,1,south
612,9/22/21 21:45,29.252,1,south
613,9/22/21 22:00,29.252,1,south
614,9/22/21 22:15,29.152,1,south
615,9/22/21 22:30,29.053,1,south
616,9/22/21 22:45,29.053,1,south
617,9/22/21 23:00,29.053,1,south
618,9/22/21 23:15,28.953,1,south
619,9/22/21 23:30,28.853,1,south
620,9/22/21 23:45,28.853,1,south
621,9/23/21 0:00,28.754,1,south
622,9/23/21 0:15,28.754,1,south
623,9/23/21 0:30,28.655,1,south
624,9/23/21 0:45,28.555,1,south
625,9/23/21 1:00,28.555,1,south
626,9/23/21 1:15,28.555,1,south
627,9/23/21 1:30,28.555,1,south
628,9/23/21 1:45,28.456,1,south
629,9/23/21 2:00,28.456,1,south
630,9/23/21 2:15,28.456,1,south
631,9/23/21 2:30,28.456,1,south
632,9/23/21 2:45,28.456,1,south
633,9/23/21 3:00,28.456,1,south
634,9/23/21 3:15,28.456,1,south
635,9/23/21 3:30,28.555,1,south
636,9/23/21 3:45,28.456,1,south
637,9/23/21 4:00,28.456,1,south
638,9/23/21 4:15,28.357,1,south
639,9/23/21 4:30,28.258,1,south
640,9/23/21 4:45,28.258,1,south
641,9/23/21 5:00,28.357,1,south
642,9/23/21 5:15,28.258,1,south
643,9/23/21 5:30,28.258,1,south
644,9/23/21 5:45,28.258,1,south
645,9/23/21 6:00,28.159,1,south
646,9/23/21 6:15,28.06,1,south
647,9/23/21 6:30,28.06,1,south
648,9/23/21 6:45,28.06,1,south
649,9/23/21 7:00,28.06,1,south
650,9/23/21 7:15,28.06,1,south
651,9/23/21 7:30,28.06,1,south
652,9/23/21 7:45,28.159,1,south
653,9/23/21 8:00,28.258,1,south
654,9/23/21 8:15,28.357,1,south
655,9/23/21 8:30,28.655,1,south
656,9/23/21 8:45,29.252,1,south
657,9/23/21 9:00,26.977,1,south
658,9/23/21 9:15,24.931,1,south
659,9/23/21 9:30,28.06,1,south
660,9/23/21 9:45,30.255,1,south
661,9/23/21 10:00,28.853,1,south
662,9/23/21 10:15,28.655,1,south
663,9/23/21 10:30,26,1,south
664,9/23/21 10:45,27.272,1,south
665,9/23/21 11:00,28.456,1,south
666,9/23/21 11:15,27.961,1,south
667,9/23/21 11:30,26.39,1,south
668,9/23/21 11:45,26.292,1,south
669,9/23/21 12:00,25.319,1,south
670,9/23/21 12:15,24.545,1,south
671,9/23/21 12:30,26.39,1,south
672,9/23/21 12:45,26,1,south
673,9/23/21 13:00,26,1,south
674,9/23/21 13:15,26.683,1,south
675,9/23/21 13:30,27.075,1,south
676,9/23/21 13:45,28.06,1,south
677,9/23/21 14:00,27.173,1,south
678,9/23/21 14:15,26.292,1,south
679,9/23/21 14:30,27.862,1,south
680,9/23/21 14:45,26.781,1,south
681,9/23/21 15:00,26.879,1,south
682,9/23/21 15:15,26.585,1,south
683,9/23/21 15:30,26.879,1,south
684,9/23/21 15:45,28.953,1,south
685,9/23/21 16:00,28.754,1,south
686,9/23/21 16:15,29.452,1,south
687,9/23/21 16:30,28.953,1,south
688,9/23/21 16:45,29.053,1,south
689,9/23/21 17:00,29.552,1,south
690,9/23/21 17:15,26.488,1,south
691,9/23/21 17:30,26.195,1,south
692,9/23/21 17:45,28.159,1,south
693,9/23/21 18:00,26.39,1,south
694,9/23/21 18:15,27.468,1,south
695,9/23/21 18:30,30.154,1,south
696,9/23/21 18:45,31.778,1,south
697,9/23/21 19:00,31.676,1,south
698,9/23/21 19:15,30.659,1,south
699,9/23/21 19:30,29.552,1,south
