obs,date,temp,block,side
102,9/17/21 14:15,24.062,1,north
103,9/17/21 14:30,24.448,1,north
104,9/17/21 14:45,24.351,1,north
105,9/17/21 15:00,24.545,1,north
106,9/17/21 15:15,24.545,1,north
107,9/17/21 15:30,24.641,1,north
108,9/17/21 15:45,24.931,1,north
109,9/17/21 16:00,24.738,1,north
110,9/17/21 16:15,25.125,1,north
111,9/17/21 16:30,24.835,1,north
112,9/17/21 16:45,24.738,1,north
113,9/17/21 17:00,24.931,1,north
114,9/17/21 17:15,24.738,1,north
115,9/17/21 17:30,24.641,1,north
116,9/17/21 17:45,24.641,1,north
117,9/17/21 18:00,24.448,1,north
118,9/17/21 18:15,23.773,1,north
119,9/17/21 18:30,23.773,1,north
120,9/17/21 18:45,23.773,1,north
121,9/17/21 19:00,23.869,1,north
122,9/17/21 19:15,27.961,1,north
123,9/17/21 19:30,30.054,1,north
124,9/17/21 19:45,30.457,1,north
125,9/17/21 20:00,30.255,1,north
126,9/17/21 20:15,29.853,1,north
127,9/17/21 20:30,29.452,1,north
128,9/17/21 20:45,29.252,1,north
129,9/17/21 21:00,29.252,1,north
130,9/17/21 21:15,29.252,1,north
131,9/17/21 21:30,29.252,1,north
132,9/17/21 21:45,29.152,1,north
133,9/17/21 22:00,29.152,1,north
134,9/17/21 22:15,28.953,1,north
135,9/17/21 22:30,28.754,1,north
136,9/17/21 22:45,28.655,1,north
137,9/17/21 23:00,28.456,1,north
138,9/17/21 23:15,28.357,1,north
139,9/17/21 23:30,28.258,1,north
140,9/17/21 23:45,28.159,1,north
141,9/18/21 0:00,28.159,1,north
142,9/18/21 0:15,28.06,1,north
143,9/18/21 0:30,27.961,1,north
144,9/18/21 0:45,27.862,1,north
145,9/18/21 1:00,27.862,1,north
146,9/18/21 1:15,27.862,1,north
147,9/18/21 1:30,28.555,1,north
148,9/18/21 1:45,29.252,1,north
149,9/18/21 2:00,29.053,1,north
150,9/18/21 2:15,28.953,1,north
151,9/18/21 2:30,28.754,1,north
152,9/18/21 2:45,28.754,1,north
153,9/18/21 3:00,28.754,1,north
154,9/18/21 3:15,28.853,1,north
155,9/18/21 3:30,28.754,1,north
156,9/18/21 3:45,28.953,1,north
157,9/18/21 4:00,29.152,1,north
158,9/18/21 4:15,29.352,1,north
159,9/18/21 4:30,29.252,1,north
160,9/18/21 4:45,29.252,1,north
161,9/18/21 5:00,29.252,1,north
162,9/18/21 5:15,29.152,1,north
163,9/18/21 5:30,29.252,1,north
164,9/18/21 5:45,29.352,1,north
165,9/18/21 6:00,29.352,1,north
166,9/18/21 6:15,29.352,1,north
167,9/18/21 6:30,29.452,1,north
168,9/18/21 6:45,29.352,1,north
169,9/18/21 7:00,29.352,1,north
170,9/18/21 7:15,29.352,1,north
171,9/18/21 7:30,29.252,1,north
172,9/18/21 7:45,29.352,1,north
173,9/18/21 8:00,29.352,1,north
174,9/18/21 8:15,29.552,1,north
175,9/18/21 8:30,28.953,1,north
176,9/18/21 8:45,29.053,1,north
177,9/18/21 9:00,22.908,1,north
178,9/18/21 9:15,23.581,1,north
179,9/18/21 9:30,23.869,1,north
180,9/18/21 9:45,26.39,1,north
181,9/18/21 10:00,25.416,1,north
182,9/18/21 10:15,25.416,1,north
183,9/18/21 10:30,24.062,1,north
184,9/18/21 10:45,24.738,1,north
185,9/18/21 11:00,25.222,1,north
186,9/18/21 11:15,25.319,1,north
187,9/18/21 11:30,25.805,1,north
188,9/18/21 11:45,25.416,1,north
189,9/18/21 12:00,25.805,1,north
190,9/18/21 12:15,25.902,1,north
191,9/18/21 12:30,26.195,1,north
192,9/18/21 12:45,26.195,1,north
193,9/18/21 13:00,26.097,1,north
194,9/18/21 13:15,26.195,1,north
195,9/18/21 13:30,26.097,1,north
196,9/18/21 13:45,26.097,1,north
197,9/18/21 14:00,25.805,1,north
198,9/18/21 14:15,25.319,1,north
199,9/18/21 14:30,25.028,1,north
200,9/18/21 14:45,25.222,1,north
201,9/18/21 15:00,24.835,1,north
202,9/18/21 15:15,24.931,1,north
203,9/18/21 15:30,25.222,1,north
204,9/18/21 15:45,25.125,1,north
205,9/18/21 16:00,24.835,1,north
206,9/18/21 16:15,25.513,1,north
207,9/18/21 16:30,25.319,1,north
208,9/18/21 16:45,25.028,1,north
209,9/18/21 17:00,25.416,1,north
210,9/18/21 17:15,25.61,1,north
211,9/18/21 17:30,25.319,1,north
212,9/18/21 17:45,25.805,1,north
213,9/18/21 18:00,25.708,1,north
214,9/18/21 18:15,25.028,1,north
215,9/18/21 18:30,24.738,1,north
216,9/18/21 18:45,24.545,1,north
217,9/18/21 19:00,24.835,1,north
218,9/18/21 19:15,28.456,1,north
219,9/18/21 19:30,29.853,1,north
220,9/18/21 19:45,30.054,1,north
221,9/18/21 20:00,29.752,1,north
222,9/18/21 20:15,29.352,1,north
223,9/18/21 20:30,29.252,1,north
224,9/18/21 20:45,29.152,1,north
225,9/18/21 21:00,29.053,1,north
226,9/18/21 21:15,29.053,1,north
227,9/18/21 21:30,28.953,1,north
228,9/18/21 21:45,28.853,1,north
229,9/18/21 22:00,28.655,1,north
230,9/18/21 22:15,28.456,1,north
231,9/18/21 22:30,28.357,1,north
232,9/18/21 22:45,28.258,1,north
233,9/18/21 23:00,28.06,1,north
234,9/18/21 23:15,27.961,1,north
235,9/18/21 23:30,27.764,1,north
236,9/18/21 23:45,27.665,1,north
237,9/19/21 0:00,27.665,1,north
238,9/19/21 0:15,28.258,1,north
239,9/19/21 0:30,27.862,1,north
240,9/19/21 0:45,27.567,1,north
241,9/19/21 1:00,28.655,1,north
242,9/19/21 1:15,29.152,1,north
243,9/19/21 1:30,28.953,1,north
244,9/19/21 1:45,28.853,1,north
245,9/19/21 2:00,28.853,1,north
246,9/19/21 2:15,28.853,1,north
247,9/19/21 2:30,29.053,1,north
248,9/19/21 2:45,29.252,1,north
249,9/19/21 3:00,29.252,1,north
250,9/19/21 3:15,29.252,1,north
251,9/19/21 3:30,29.252,1,north
252,9/19/21 3:45,29.152,1,north
253,9/19/21 4:00,29.352,1,north
254,9/19/21 4:15,29.352,1,north
255,9/19/21 4:30,29.252,1,north
256,9/19/21 4:45,29.252,1,north
257,9/19/21 5:00,29.352,1,north
258,9/19/21 5:15,29.252,1,north
259,9/19/21 5:30,29.152,1,north
260,9/19/21 5:45,29.252,1,north
261,9/19/21 6:00,29.252,1,north
262,9/19/21 6:15,29.252,1,north
263,9/19/21 6:30,29.352,1,north
264,9/19/21 6:45,29.352,1,north
265,9/19/21 7:00,29.352,1,north
266,9/19/21 7:15,29.352,1,north
267,9/19/21 7:30,29.252,1,north
268,9/19/21 7:45,29.252,1,north
269,9/19/21 8:00,29.352,1,north
270,9/19/21 8:15,29.652,1,north
271,9/19/21 8:30,28.853,1,north
272,9/19/21 8:45,28.655,1,north
273,9/19/21 9:00,22.238,1,north
274,9/19/21 9:15,24.448,1,north
275,9/19/21 9:30,26.879,1,north
276,9/19/21 9:45,26.683,1,north
277,9/19/21 10:00,25.61,1,north
278,9/19/21 10:15,23.581,1,north
279,9/19/21 10:30,24.738,1,north
280,9/19/21 10:45,24.835,1,north
281,9/19/21 11:00,25.513,1,north
282,9/19/21 11:15,25.708,1,north
283,9/19/21 11:30,25.708,1,north
284,9/19/21 11:45,25.513,1,north
285,9/19/21 12:00,25.708,1,north
286,9/19/21 12:15,25.513,1,north
287,9/19/21 12:30,25.61,1,north
288,9/19/21 12:45,25.416,1,north
289,9/19/21 13:00,25.222,1,north
290,9/19/21 13:15,25.222,1,north
291,9/19/21 13:30,24.835,1,north
292,9/19/21 13:45,24.351,1,north
293,9/19/21 14:00,24.931,1,north
294,9/19/21 14:15,24.351,1,north
295,9/19/21 14:30,24.545,1,north
296,9/19/21 14:45,24.448,1,north
297,9/19/21 15:00,24.351,1,north
298,9/19/21 15:15,24.255,1,north
299,9/19/21 15:30,24.351,1,north
300,9/19/21 15:45,23.869,1,north
301,9/19/21 16:00,23.773,1,north
302,9/19/21 16:15,23.677,1,north
303,9/19/21 16:30,23.773,1,north
304,9/19/21 16:45,23.484,1,north
305,9/19/21 17:00,23.484,1,north
306,9/19/21 17:15,23.388,1,north
307,9/19/21 17:30,23.1,1,north
308,9/19/21 17:45,23.292,1,north
309,9/19/21 18:00,23.292,1,north
310,9/19/21 18:15,23.004,1,north
311,9/19/21 18:30,22.908,1,north
312,9/19/21 18:45,22.717,1,north
313,9/19/21 19:00,24.351,1,north
314,9/19/21 19:15,28.555,1,north
315,9/19/21 19:30,29.853,1,north
316,9/19/21 19:45,29.953,1,north
317,9/19/21 20:00,29.752,1,north
318,9/19/21 20:15,29.352,1,north
319,9/19/21 20:30,29.152,1,north
320,9/19/21 20:45,28.953,1,north
321,9/19/21 21:00,28.853,1,north
322,9/19/21 21:15,28.754,1,north
323,9/19/21 21:30,28.655,1,north
324,9/19/21 21:45,28.456,1,north
325,9/19/21 22:00,28.357,1,north
326,9/19/21 22:15,28.159,1,north
327,9/19/21 22:30,28.06,1,north
328,9/19/21 22:45,27.862,1,north
329,9/19/21 23:00,27.764,1,north
330,9/19/21 23:15,27.665,1,north
331,9/19/21 23:30,27.567,1,north
332,9/19/21 23:45,27.567,1,north
333,9/20/21 0:00,28.456,1,north
334,9/20/21 0:15,27.862,1,north
335,9/20/21 0:30,27.567,1,north
336,9/20/21 0:45,27.961,1,north
337,9/20/21 1:00,28.258,1,north
338,9/20/21 1:15,27.567,1,north
339,9/20/21 1:30,27.272,1,north
340,9/20/21 1:45,28.555,1,north
341,9/20/21 2:00,28.555,1,north
342,9/20/21 2:15,28.555,1,north
343,9/20/21 2:30,28.655,1,north
344,9/20/21 2:45,28.555,1,north
345,9/20/21 3:00,28.655,1,north
346,9/20/21 3:15,29.053,1,north
347,9/20/21 3:30,29.152,1,north
348,9/20/21 3:45,29.152,1,north
349,9/20/21 4:00,29.252,1,north
350,9/20/21 4:15,29.152,1,north
351,9/20/21 4:30,29.053,1,north
352,9/20/21 4:45,29.152,1,north
353,9/20/21 5:00,29.152,1,north
354,9/20/21 5:15,29.053,1,north
355,9/20/21 5:30,29.252,1,north
356,9/20/21 5:45,29.452,1,north
357,9/20/21 6:00,29.352,1,north
358,9/20/21 6:15,29.352,1,north
359,9/20/21 6:30,29.352,1,north
360,9/20/21 6:45,29.352,1,north
361,9/20/21 7:00,29.252,1,north
362,9/20/21 7:15,29.252,1,north
363,9/20/21 7:30,29.352,1,north
364,9/20/21 7:45,29.252,1,north
365,9/20/21 8:00,29.352,1,north
366,9/20/21 8:15,29.552,1,north
367,9/20/21 8:30,28.754,1,north
368,9/20/21 8:45,28.655,1,north
369,9/20/21 9:00,22.046,1,north
370,9/20/21 9:15,24.738,1,north
371,9/20/21 9:30,28.655,1,north
372,9/20/21 9:45,26.879,1,north
373,9/20/21 10:00,25.902,1,north
374,9/20/21 10:15,23.869,1,north
375,9/20/21 10:30,23.966,1,north
376,9/20/21 10:45,24.062,1,north
377,9/20/21 11:00,24.835,1,north
378,9/20/21 11:15,24.835,1,north
379,9/20/21 11:30,24.641,1,north
380,9/20/21 11:45,24.255,1,north
381,9/20/21 12:00,24.158,1,north
382,9/20/21 12:15,24.351,1,north
383,9/20/21 12:30,24.255,1,north
384,9/20/21 12:45,24.255,1,north
385,9/20/21 13:00,24.351,1,north
386,9/20/21 13:15,24.545,1,north
387,9/20/21 13:30,24.448,1,north
388,9/20/21 13:45,24.448,1,north
389,9/20/21 14:00,24.545,1,north
390,9/20/21 14:15,24.255,1,north
391,9/20/21 14:30,24.448,1,north
392,9/20/21 14:45,24.351,1,north
393,9/20/21 15:00,24.158,1,north
394,9/20/21 15:15,24.448,1,north
395,9/20/21 15:30,24.448,1,north
396,9/20/21 15:45,24.448,1,north
397,9/20/21 16:00,24.255,1,north
398,9/20/21 16:15,23.773,1,north
399,9/20/21 16:30,23.677,1,north
400,9/20/21 16:45,23.677,1,north
401,9/20/21 17:00,23.773,1,north
402,9/20/21 17:15,23.292,1,north
403,9/20/21 17:30,23.004,1,north
404,9/20/21 17:45,23.004,1,north
405,9/20/21 18:00,22.812,1,north
406,9/20/21 18:15,22.333,1,north
407,9/20/21 18:30,22.142,1,north
408,9/20/21 18:45,21.76,1,north
409,9/20/21 19:00,24.062,1,north
410,9/20/21 19:15,28.754,1,north
411,9/20/21 19:30,29.953,1,north
412,9/20/21 19:45,29.953,1,north
413,9/20/21 20:00,29.552,1,north
414,9/20/21 20:15,29.252,1,north
415,9/20/21 20:30,29.053,1,north
416,9/20/21 20:45,28.853,1,north
417,9/20/21 21:00,28.655,1,north
418,9/20/21 21:15,28.456,1,north
419,9/20/21 21:30,28.357,1,north
420,9/20/21 21:45,28.159,1,north
421,9/20/21 22:00,27.961,1,north
422,9/20/21 22:15,27.764,1,north
423,9/20/21 22:30,27.567,1,north
424,9/20/21 22:45,27.37,1,north
425,9/20/21 23:00,28.456,1,north
426,9/20/21 23:15,28.06,1,north
427,9/20/21 23:30,27.468,1,north
428,9/20/21 23:45,28.456,1,north
429,9/21/21 0:00,29.053,1,north
430,9/21/21 0:15,28.655,1,north
431,9/21/21 0:30,28.754,1,north
432,9/21/21 0:45,28.953,1,north
433,9/21/21 1:00,29.053,1,north
434,9/21/21 1:15,29.152,1,north
435,9/21/21 1:30,29.053,1,north
436,9/21/21 1:45,29.152,1,north
437,9/21/21 2:00,29.352,1,north
438,9/21/21 2:15,29.352,1,north
439,9/21/21 2:30,29.352,1,north
440,9/21/21 2:45,29.352,1,north
441,9/21/21 3:00,29.152,1,north
442,9/21/21 3:15,29.152,1,north
443,9/21/21 3:30,29.152,1,north
444,9/21/21 3:45,29.152,1,north
445,9/21/21 4:00,29.252,1,north
446,9/21/21 4:15,29.252,1,north
447,9/21/21 4:30,29.152,1,north
448,9/21/21 4:45,28.953,1,north
449,9/21/21 5:00,28.853,1,north
450,9/21/21 5:15,28.754,1,north
451,9/21/21 5:30,28.853,1,north
452,9/21/21 5:45,28.953,1,north
453,9/21/21 6:00,28.953,1,north
454,9/21/21 6:15,28.953,1,north
455,9/21/21 6:30,28.853,1,north
456,9/21/21 6:45,28.853,1,north
457,9/21/21 7:00,28.853,1,north
458,9/21/21 7:15,28.853,1,north
459,9/21/21 7:30,28.853,1,north
460,9/21/21 7:45,28.853,1,north
461,9/21/21 8:00,29.152,1,north
462,9/21/21 8:15,29.352,1,north
463,9/21/21 8:30,29.352,1,north
464,9/21/21 8:45,29.352,1,north
465,9/21/21 9:00,28.655,1,north
466,9/21/21 9:15,27.961,1,north
467,9/21/21 9:30,28.555,1,north
468,9/21/21 9:45,29.752,1,north
469,9/21/21 10:00,31.064,1,north
470,9/21/21 10:15,27.272,1,north
471,9/21/21 10:30,24.158,1,north
472,9/21/21 10:45,22.333,1,north
473,9/21/21 11:00,23.196,1,north
474,9/21/21 11:15,25.708,1,north
475,9/21/21 11:30,20.234,1,north
476,9/21/21 11:45,21.282,1,north
477,9/21/21 12:00,20.996,1,north
478,9/21/21 12:15,19.567,1,north
479,9/21/21 12:30,18.806,1,north
480,9/21/21 12:45,19.187,1,north
481,9/21/21 13:00,18.806,1,north
482,9/21/21 13:15,18.711,1,north
483,9/21/21 13:30,18.331,1,north
484,9/21/21 13:45,17.855,1,north
485,9/21/21 14:00,18.236,1,north
486,9/21/21 14:15,18.616,1,north
487,9/21/21 14:30,18.14,1,north
488,9/21/21 14:45,18.236,1,north
489,9/21/21 15:00,18.045,1,north
490,9/21/21 15:15,18.426,1,north
491,9/21/21 15:30,18.521,1,north
492,9/21/21 15:45,18.616,1,north
493,9/21/21 16:00,18.806,1,north
494,9/21/21 16:15,18.806,1,north
495,9/21/21 16:30,18.996,1,north
496,9/21/21 16:45,19.092,1,north
497,9/21/21 17:00,19.282,1,north
498,9/21/21 17:15,20.901,1,north
499,9/21/21 17:30,21.187,1,north
500,9/21/21 17:45,20.805,1,north
501,9/21/21 18:00,21.664,1,north
502,9/21/21 18:15,23.581,1,north
503,9/21/21 18:30,26.977,1,north
504,9/21/21 18:45,29.053,1,north
505,9/21/21 19:00,29.152,1,north
506,9/21/21 19:15,28.555,1,north
507,9/21/21 19:30,27.862,1,north
508,9/21/21 19:45,27.173,1,north
509,9/21/21 20:00,26.585,1,north
510,9/21/21 20:15,28.754,1,north
511,9/21/21 20:30,28.754,1,north
512,9/21/21 20:45,28.655,1,north
513,9/21/21 21:00,28.853,1,north
514,9/21/21 21:15,28.953,1,north
515,9/21/21 21:30,29.053,1,north
516,9/21/21 21:45,29.152,1,north
517,9/21/21 22:00,29.252,1,north
518,9/21/21 22:15,29.252,1,north
519,9/21/21 22:30,29.152,1,north
520,9/21/21 22:45,29.053,1,north
521,9/21/21 23:00,29.053,1,north
522,9/21/21 23:15,29.053,1,north
523,9/21/21 23:30,28.953,1,north
524,9/21/21 23:45,28.853,1,north
525,9/22/21 0:00,28.853,1,north
526,9/22/21 0:15,28.853,1,north
527,9/22/21 0:30,28.754,1,north
528,9/22/21 0:45,28.853,1,north
529,9/22/21 1:00,28.754,1,north
530,9/22/21 1:15,28.754,1,north
531,9/22/21 1:30,28.853,1,north
532,9/22/21 1:45,28.953,1,north
533,9/22/21 2:00,28.853,1,north
534,9/22/21 2:15,28.853,1,north
535,9/22/21 2:30,28.754,1,north
536,9/22/21 2:45,28.754,1,north
537,9/22/21 3:00,28.853,1,north
538,9/22/21 3:15,28.853,1,north
539,9/22/21 3:30,28.953,1,north
540,9/22/21 3:45,28.953,1,north
541,9/22/21 4:00,28.953,1,north
542,9/22/21 4:15,28.853,1,north
543,9/22/21 4:30,28.853,1,north
544,9/22/21 4:45,28.754,1,north
545,9/22/21 5:00,28.754,1,north
546,9/22/21 5:15,28.754,1,north
547,9/22/21 5:30,28.754,1,north
548,9/22/21 5:45,28.655,1,north
549,9/22/21 6:00,28.754,1,north
550,9/22/21 6:15,28.754,1,north
551,9/22/21 6:30,28.853,1,north
552,9/22/21 6:45,28.754,1,north
553,9/22/21 7:00,28.754,1,north
554,9/22/21 7:15,28.655,1,north
555,9/22/21 7:30,28.655,1,north
556,9/22/21 7:45,28.853,1,north
557,9/22/21 8:00,29.053,1,north
558,9/22/21 8:15,29.152,1,north
559,9/22/21 8:30,28.357,1,north
560,9/22/21 8:45,29.053,1,north
561,9/22/21 9:00,20.996,1,north
562,9/22/21 9:15,24.931,1,north
563,9/22/21 9:30,23.004,1,north
564,9/22/21 9:45,27.173,1,north
565,9/22/21 10:00,25.416,1,north
566,9/22/21 10:15,23.677,1,north
567,9/22/21 10:30,20.138,1,north
568,9/22/21 10:45,22.621,1,north
569,9/22/21 11:00,21.378,1,north
570,9/22/21 11:15,23.004,1,north
571,9/22/21 11:30,20.234,1,north
572,9/22/21 11:45,19.853,1,north
573,9/22/21 12:00,18.996,1,north
574,9/22/21 12:15,19.187,1,north
575,9/22/21 12:30,18.901,1,north
576,9/22/21 12:45,18.331,1,north
577,9/22/21 13:00,17.57,1,north
578,9/22/21 13:15,17.76,1,north
579,9/22/21 13:30,17.379,1,north
580,9/22/21 13:45,17.76,1,north
581,9/22/21 14:00,17.76,1,north
582,9/22/21 14:15,17.665,1,north
583,9/22/21 14:30,17.95,1,north
584,9/22/21 14:45,18.045,1,north
585,9/22/21 15:00,17.95,1,north
586,9/22/21 15:15,18.14,1,north
587,9/22/21 15:30,18.521,1,north
588,9/22/21 15:45,18.711,1,north
589,9/22/21 16:00,18.426,1,north
590,9/22/21 16:15,18.806,1,north
591,9/22/21 16:30,18.521,1,north
592,9/22/21 16:45,25.513,1,north
593,9/22/21 17:00,29.552,1,north
594,9/22/21 17:15,29.152,1,north
595,9/22/21 17:30,21.951,1,north
596,9/22/21 17:45,22.429,1,north
597,9/22/21 18:00,21.187,1,north
598,9/22/21 18:15,22.333,1,north
599,9/22/21 18:30,26.879,1,north
600,9/22/21 18:45,29.152,1,north
601,9/22/21 19:00,29.352,1,north
602,9/22/21 19:15,28.853,1,north
603,9/22/21 19:30,28.06,1,north
604,9/22/21 19:45,27.37,1,north
605,9/22/21 20:00,26.879,1,north
606,9/22/21 20:15,28.06,1,north
607,9/22/21 20:30,28.853,1,north
608,9/22/21 20:45,28.456,1,north
609,9/22/21 21:00,28.456,1,north
610,9/22/21 21:15,28.655,1,north
611,9/22/21 21:30,28.853,1,north
612,9/22/21 21:45,28.953,1,north
613,9/22/21 22:00,28.953,1,north
614,9/22/21 22:15,28.853,1,north
615,9/22/21 22:30,28.853,1,north
616,9/22/21 22:45,28.853,1,north
617,9/22/21 23:00,28.853,1,north
618,9/22/21 23:15,28.754,1,north
619,9/22/21 23:30,28.754,1,north
620,9/22/21 23:45,28.754,1,north
621,9/23/21 0:00,28.754,1,north
622,9/23/21 0:15,28.655,1,north
623,9/23/21 0:30,28.754,1,north
624,9/23/21 0:45,28.655,1,north
625,9/23/21 1:00,28.655,1,north
626,9/23/21 1:15,28.655,1,north
627,9/23/21 1:30,28.754,1,north
628,9/23/21 1:45,28.655,1,north
629,9/23/21 2:00,28.754,1,north
630,9/23/21 2:15,28.655,1,north
631,9/23/21 2:30,28.754,1,north
632,9/23/21 2:45,28.655,1,north
633,9/23/21 3:00,28.754,1,north
634,9/23/21 3:15,28.953,1,north
635,9/23/21 3:30,28.953,1,north
636,9/23/21 3:45,28.853,1,north
637,9/23/21 4:00,28.853,1,north
638,9/23/21 4:15,28.754,1,north
639,9/23/21 4:30,28.655,1,north
640,9/23/21 4:45,28.754,1,north
641,9/23/21 5:00,28.853,1,north
642,9/23/21 5:15,28.853,1,north
643,9/23/21 5:30,28.853,1,north
644,9/23/21 5:45,28.754,1,north
645,9/23/21 6:00,28.655,1,north
646,9/23/21 6:15,28.655,1,north
647,9/23/21 6:30,28.655,1,north
648,9/23/21 6:45,28.655,1,north
649,9/23/21 7:00,28.754,1,north
650,9/23/21 7:15,28.655,1,north
651,9/23/21 7:30,28.754,1,north
652,9/23/21 7:45,28.754,1,north
653,9/23/21 8:00,28.853,1,north
654,9/23/21 8:15,28.953,1,north
655,9/23/21 8:30,28.456,1,north
656,9/23/21 8:45,28.754,1,north
657,9/23/21 9:00,23.966,1,north
658,9/23/21 9:15,21.855,1,north
659,9/23/21 9:30,25.902,1,north
660,9/23/21 9:45,28.258,1,north
661,9/23/21 10:00,24.255,1,north
662,9/23/21 10:15,23.966,1,north
663,9/23/21 10:30,20.138,1,north
664,9/23/21 10:45,23.196,1,north
665,9/23/21 11:00,25.125,1,north
666,9/23/21 11:15,22.142,1,north
667,9/23/21 11:30,20.234,1,north
668,9/23/21 11:45,20.234,1,north
669,9/23/21 12:00,19.092,1,north
670,9/23/21 12:15,18.426,1,north
671,9/23/21 12:30,19.282,1,north
672,9/23/21 12:45,18.616,1,north
673,9/23/21 13:00,18.806,1,north
674,9/23/21 13:15,19.377,1,north
675,9/23/21 13:30,19.092,1,north
676,9/23/21 13:45,18.996,1,north
677,9/23/21 14:00,18.996,1,north
678,9/23/21 14:15,18.806,1,north
679,9/23/21 14:30,18.901,1,north
680,9/23/21 14:45,19.282,1,north
681,9/23/21 15:00,19.187,1,north
682,9/23/21 15:15,19.187,1,north
683,9/23/21 15:30,19.662,1,north
684,9/23/21 15:45,19.948,1,north
685,9/23/21 16:00,19.853,1,north
686,9/23/21 16:15,19.567,1,north
687,9/23/21 16:30,19.567,1,north
688,9/23/21 16:45,19.377,1,north
689,9/23/21 17:00,19.377,1,north
690,9/23/21 17:15,19.092,1,north
691,9/23/21 17:30,21.282,1,north
692,9/23/21 17:45,22.046,1,north
693,9/23/21 18:00,20.329,1,north
694,9/23/21 18:15,22.046,1,north
695,9/23/21 18:30,25.708,1,north
696,9/23/21 18:45,28.456,1,north
697,9/23/21 19:00,29.252,1,north
698,9/23/21 19:15,28.853,1,north
